sample_SRR6798308	sample_SRR6798310	sample_SRR6798312	sample_SRR6798314	sample_SRR6798316	sample_SRR6798318
ENSBTAG00000048005	158.729	68.8101	84.8302	110.796	142.478	66.232
ENSBTAG00000048007	0.51007	0.621177	0.361627	0.342409	0.269391	0.158082
ENSBTAG00000048009	0	0	0	0	0	0
ENSBTAG00000048010	29.8858	34.8441	20.567	37.4493	29.8106	28.393
ENSBTAG00000048011	0.46143	0.421342	0.367263	0.81309	0.364929	0.106681
ENSBTAG00000048013	0	0	0	0	0	0
ENSBTAG00000048018	0	0	0	0	0	0
ENSBTAG00000048025	0	0	0	0	0	0
ENSBTAG00000048029	0	0	0	0	0	0
ENSBTAG00000048030	1.87658	0.358445	0.840716	0	0	0
ENSBTAG00000048032	0	0	0	0	0	0
ENSBTAG00000048033	0	0	0	1.07786	1.23241	0
ENSBTAG00000048034	2.17027	2.11387	1.99854	2.47684	3.13051	2.14714
ENSBTAG00000048041	18.65089	19.74605	23.90838	19.37466	23.44083	19.89982
ENSBTAG00000048043	0.0634435	0	0	0	0	0
ENSBTAG00000048046	0	0	0	0	0	0
ENSBTAG00000048047	0	0	0	0	0	0
ENSBTAG00000048048	0.4089998	0	0.142098	0	0.434017	0
ENSBTAG00000048049	0.9176919	0.314265	0.0765424	0	0	0.136861
ENSBTAG00000048052	0.060646	0	0	0.244266	0.0639623	0
ENSBTAG00000048053	0	0.0717125	0	0	0.0465599	0
ENSBTAG00000048054	5.99273	3.89584	5.61885	5.94325	6.17211	6.51963
ENSBTAG00000048056	0	0	0	0	0	0
ENSBTAG00000048057	16.720578	19.06203	17.038858	12.676719	17.76718	12.91817
ENSBTAG00000048059	15.224394	14.67086	14.371781	16.00395	15.864143	16.51993
ENSBTAG00000048060	0	0	0	0	0.037607	0.131527
ENSBTAG00000048061	10.137832	12.19623	8.99898	10.48984	11.91378	6.102647
ENSBTAG00000048062	2.76218	2.25173	3.20599	3.94435	3.40117	3.33901
ENSBTAG00000048065	0	0	0	0	0	0
ENSBTAG00000048067	2.06215	1.59183	4.3741	11.3945	3.86991	2.508
ENSBTAG00000048069	0	0.0490931	0	0	0	0
ENSBTAG00000048071	12.5995	12.1853	12.4987	11.3578	14.316749	13.5171
ENSBTAG00000048075	0	0.0436106	0	0	0	0.0993082
ENSBTAG00000048077	68.590576	61.975798	74.093252	84.533996	80.995735	70.290635
ENSBTAG00000048082	0	0.0429111	0	0	0	0
ENSBTAG00000048086	0.535298	0.82262	0.238595	0.368734	0.385503	0.207211
ENSBTAG00000048087	0.038639	0.156734	0.122817	0	0.162784	0.142387
ENSBTAG00000048088	0.128932	0	0	0	0.0679934	0
ENSBTAG00000048090	68.7959	60.3431	72.9744	48.0406	64.7909	45.908
ENSBTAG00000048091	0	0	0	0	0	0
ENSBTAG00000048094	0	0	0	0.0455511	0	0
ENSBTAG00000048096	0.835162	0.350937	0.961125	0.911074	1.90953	1.67741
ENSBTAG00000048098	0.0222688	0	0.0235619	0.0224187	0.0468607	0.0408974
ENSBTAG00000048107	219.881997	194.12707	204.77722	169.771057	206.738295	196.19213
ENSBTAG00000048109	0	0	0	0	0	0
ENSBTAG00000048114	0.1091493	0.352303	0.98496	0.320776	0.6597384	1.14797
ENSBTAG00000048122	10.4349	10.1318	7.74903	15.7289	14.1819	15.0565
ENSBTAG00000048123	2.18284	3.31867	4.16147	4.31848	3.01398	2.87994
ENSBTAG00000048125	6.15554	12.3659	12.0674	37.3553	20.7273	12.9434
ENSBTAG00000048126	0	0	0	0	0	0
ENSBTAG00000048127	0	0	0	0	0	0
ENSBTAG00000048135	0.787871	0.48899	1.11947	0.679168	2.435181	0.636587
ENSBTAG00000048138	0	0.168712	0.0414768	0.10647	0.17483	0.195538
ENSBTAG00000048140	6.03562	4.10331	4.83716	8.79721	7.24762	7.61075
ENSBTAG00000048141	0	0	0	0	0	0
ENSBTAG00000048142	0.768496	0.45735	0.489065	0.722201	0.486026	0.85173
ENSBTAG00000048143	18.6622	17.2759	13.1	11.6471	14.9654	21.5125
ENSBTAG00000048151	16.6541700007192	14.479534	16.1425100085417	14.247288	17.14789	19.3021431774
ENSBTAG00000048152	28.1695	45.514	50.3389	55.5041	52.7225	44.8646
ENSBTAG00000048153	0.243973	0.485332	0.261738	0.243719	0.134571	0.228059
ENSBTAG00000048155	0.689922	1.628917	0.599301	0.7667900246724	0.870966	0.676534
ENSBTAG00000048159	6.5722	8.40917	8.21265	4.891723	7.4501	5.58705
ENSBTAG00000048160	4.29233	4.1369	5.42885	6.93101	4.89917	3.84342
ENSBTAG00000048166	0	0	0	0	0	0
ENSBTAG00000048168	0	0	0	0	0	0
ENSBTAG00000048169	1.88299	2.20478	1.44604	1.92315	2.02448	1.01326
ENSBTAG00000048171	0	0	0	0	0	0
ENSBTAG00000048173	2.02103	1.5442	2.17066	2.59499	2.8365	1.56217
ENSBTAG00000048179	0	0	0.52919	0.498996	0	0
ENSBTAG00000048192	0	0	0	0	0	0
ENSBTAG00000048195	14.9536	13.4715	14.8952	14.5482	16.1982	17.9617
ENSBTAG00000048202	0	0	0	0	0	0
ENSBTAG00000048204	7.57368	3.59406	5.9973	10.2115	6.02605	9.39048
ENSBTAG00000048206	0.99367	1.50535	1.26633	0.733765	0.838698	0.490938
ENSBTAG00000048207	0	0	0	0	0	0.345282
ENSBTAG00000048216	0	0	0	0	0	0
ENSBTAG00000048218	0	0	0	0	0	0
ENSBTAG00000048225	0.152567	0	0	0.154452	0.168202	0
ENSBTAG00000048228	22.1655	20.6805	19.324	18.9784	38.9616	19.067
ENSBTAG00000048231	0.707827	0.143702	0.189148	0.712089	0.937313	0.33402
ENSBTAG00000048236	0.35591	0	0	0	0.372954	0
ENSBTAG00000048237	8.89851	9.51418	11.3585	5.89658	9.28164	5.03025
ENSBTAG00000048238	0	0	0	0	0	0
ENSBTAG00000048244	5.15075	5.52796	4.00037	7.53844	3.93717	10.4091
ENSBTAG00000048246	0.2097585	0.3024119	0.172634	0.240797	0.343333	0.160368
ENSBTAG00000048250	1.66158	1.29844	2.16388	1.81821	1.548212	1.85023
ENSBTAG00000048251	0	0.369081	0	0.228662	0	0
ENSBTAG00000048256	0	0.0892912	0	0	0	0
ENSBTAG00000048257	3.4854	3.778472	3.1038271	2.094641	3.602538	2.800756
ENSBTAG00000048261	0	0	0	0	0	0
ENSBTAG00000048262	3.78607	3.33906	4.03143	3.5019	4.85539	3.65148
ENSBTAG00000048263	1.288023	1.44694	0.7465991	1.89995594	2.927742	4.890923
ENSBTAG00000048264	1.31794	1.00475	1.50654	2.20256	1.80315	1.5019
ENSBTAG00000048265	1.03282	0.857794	1.08129	0.953409	0.927716	0.988581
ENSBTAG00000048268	0.241026	0.352136	1.10368	0	1.00282	0.174521
ENSBTAG00000048271	7.480327	6.46415000132933	10.25681	10.34813	9.480473	7.36601400104772
ENSBTAG00000048273	85.08984	94.26076	78.619527	62.335113	80.10065	80.210492
ENSBTAG00000048276	0	0	0	0	0	0
ENSBTAG00000048279	0.0853359	0	0	0.104814	0.0899014	0.0786805
ENSBTAG00000048280	57.6799	56.0987	46.7725	55.6951	62.4652	72.7638
ENSBTAG00000048281	0	0	0	0	0	0
ENSBTAG00000048283	0	0	0	0	0.0845435	0
ENSBTAG00000048286	8.0394	7.08129	7.12412	6.61096	7.81507	9.5946
ENSBTAG00000048288	0	0	0	0	0	0
ENSBTAG00000048295	0	0	0	0	0	0
ENSBTAG00000048296	18.03035	17.60815	18.35522	17.56578	27.17657	47.74108
ENSBTAG00000048302	0.125282	0.101678	0.0665043	0.0630759	0.138247	0
ENSBTAG00000048304	0.182249	0.443386	0.361574	0.229346	0.282494	0.271874
ENSBTAG00000048308	19.5464	18.4354	21.7577	16.2261	19.7812	22.0457
ENSBTAG00000048309	0.1153	0	0	0	0	0
ENSBTAG00000048312	2.4741	0.8269	1.70108	1.83192	2.53456	1.88995
ENSBTAG00000048313	0	0	0	0	0	0
ENSBTAG00000048315	0	0.00104836	0	0	0	0
ENSBTAG00000048318	8.54462	5.75826	7.79963	6.79611	7.85712	5.03058
ENSBTAG00000048321	0	0	0	0	0	0
ENSBTAG00000048323	0.13306	0.792503	0	0.563007	0.479246	0.20542
ENSBTAG00000048327	0	0	0	0	0	0
ENSBTAG00000048328	0	0	0	0	0	0
ENSBTAG00000048330	1.7034	1.29279	1.78766	1.22911	1.96283	1.28453
ENSBTAG00000048331	7.937854	6.14533	3.55346	4.893639	8.396262	9.019251
ENSBTAG00000048333	0	0	0	0	0	0
ENSBTAG00000048335	0.422931	0.230984	0.449314	0.141962	0.0753126	0.392126
ENSBTAG00000048338	18.2871	8.99983	14.2851	10.7184	15.8941	17.6863
ENSBTAG00000048339	0	0	0	0	0	0
ENSBTAG00000048340	0	0.804045	0	0	0	0
ENSBTAG00000048341	2.59875	1.61692	1.98376	1.26758	2.18141	2.58364
ENSBTAG00000048343	0	0	0	0	0	0
ENSBTAG00000048344	2.09178	9.20909	9.32428	2.51133	4.24788	2.24204
ENSBTAG00000048345	0.236976	0.0643206	0.423114	0.160119	0.251761	0.292851
ENSBTAG00000048347	4.45473	1.98099	3.12172	3.51322	2.09591	2.19377
ENSBTAG00000048348	0	0	0	0	0	0
ENSBTAG00000048353	2.76539421	3.18259	0.4806722	3.83968000630639	3.86237	3.92457
ENSBTAG00000048354	1.194924	0.672585	0.652587	2.07334	1.05142	0.0982307
ENSBTAG00000048355	0	0	0	0	0	0
ENSBTAG00000048358	3.15274	1.79026	1.29866	1.58709	3.31984	5.35338
ENSBTAG00000048360	5.20915	6.12047	8.91241	23.3021	9.721	15.8943
ENSBTAG00000048361	0	0	0	0	0	0
ENSBTAG00000048364	0.555445	0.321151	0.8928015	0.647374	0.7475274	1.149448
ENSBTAG00000048365	4.64556	4.61134	7.77911	8.0043	7.08199	5.163672
ENSBTAG00000048366	16.6563	20.2114	20.9115	16.628827	19.0028	9.11057
ENSBTAG00000048368	0	0	0	0	0	0
ENSBTAG00000048369	20.7863	10.5962	13.6266	11.139	20.4352	8.19356
ENSBTAG00000048370	0	0	0	0	0	0
ENSBTAG00000048372	0	0	0	0	0	0
ENSBTAG00000048373	0.415619	0	0.0793747	0.153251	0.816677	0.232245
ENSBTAG00000048374	0	0	0	0	0	0
ENSBTAG00000048376	0	0	0	0	0	0
ENSBTAG00000048377	0	0	0	0	0	0
ENSBTAG00000048378	5.73258	3.93659	6.4525	4.92465	5.05182	5.84021
ENSBTAG00000048379	66.30422	98.4646	97.0486	87.29233	94.9081	56.57465
ENSBTAG00000048380	0	0	0	0	0	0
ENSBTAG00000048381	0	0	0	0	0	0
ENSBTAG00000048382	1.19699	1.15002	0.913295	1.30249	2.51508	4.07685
ENSBTAG00000048383	0	0	0	0	0	0
ENSBTAG00000048386	99.0453	115.798	99.1167	98.5143	110.347	135.583
ENSBTAG00000048388	0	0	0	0	0	0
ENSBTAG00000048389	0.504991	0.409866	0.595379	0.790969	0.887424	0.829973
ENSBTAG00000048390	11.0714	15.4054	14.9529	18.718	12.3287	9.60129
ENSBTAG00000048393	0.726156	0.2864474	0.34085	0.639896	0.640623	0.407156
ENSBTAG00000048394	6.71133	4.09167	6.14072	4.05072	4.56758	6.52751
ENSBTAG00000048395	189.423	233.535	166.398	161.952	202.394	244.92
ENSBTAG00000048397	0.117648	0.262413	0.217971	0.23689	0.24768	0.0540932
ENSBTAG00000048398	0	0	0	0	0	0
ENSBTAG00000048402	12.3954	8.21588	10.8257	8.48131	9.6106	13.1214
ENSBTAG00000048407	14.0648	9.61185	17.8976	16.7363	17.5321	15.7941
ENSBTAG00000048408	0	0	0	0	0	0
ENSBTAG00000048409	0	0	0	0.0617474	0	0
ENSBTAG00000048414	0.560886	0	0.799664	0.376645	0.594091	0.706309
ENSBTAG00000048415	0.478614	0.400184	0.790772	0.843183	0.660647	2.93486
ENSBTAG00000048416	0.147974	0.0300107	0.156761	0.223472	0.194794	0.0681394
ENSBTAG00000048417	0	0.561787	0	0	0	0
ENSBTAG00000048419	0	0	0	0	0	0
ENSBTAG00000048420	0	0	0	0	0.247558	0
ENSBTAG00000048422	1.68655	0	1.61985	0	0	0
ENSBTAG00000048423	0	0	0.376033	0	0	0
ENSBTAG00000048424	0	0.246947	0	0	0	0
ENSBTAG00000048426	19.2279	9.05161	16.404	16.6866	16.6671	18.7646
ENSBTAG00000048428	0.130783	0	0.139551	0.131662	0	0
ENSBTAG00000048429	0	0	0	0	0	0
ENSBTAG00000048431	0.290787	0.234685	0.965043	0	1.24252	0
ENSBTAG00000048432	37.46390113255	31.942218552	38.7494482889	25.7518307	39.639924	20.39183657
ENSBTAG00000048433	2.32668	5.34377	11.1081	5.58386	5.8834	5.4982
ENSBTAG00000048437	0	0	0	0	0	0
ENSBTAG00000048441	0	0	0	0	0	0
ENSBTAG00000048444	0	0	0	0	0	0
ENSBTAG00000048445	0.596721	0.336662	0.274594	0.339555	0.901031	0.858289
ENSBTAG00000048446	0	0	0	0	0	0
ENSBTAG00000048447	0	0	0	0	0	0
ENSBTAG00000048451	0	0	0.625705	0	0	0
ENSBTAG00000048452	10.3403	8.66896	12.3185	11.4851	12.8145	8.55737
ENSBTAG00000048455	2.16874	2.16517	2.73659	0.841965	1.97328	1.61875
ENSBTAG00000048456	6.31808	5.52879	3.36834	6.72809	6.42569	5.23282
ENSBTAG00000048459	16.6017	13.7387	22.4197	20.4072	17.9083	17.8514
ENSBTAG00000048461	0	0	0	0	0	0.0372836
ENSBTAG00000048462	1.65252	1.526	1.97317	1.20347	2.16137	1.43697
ENSBTAG00000048464	0	0	0	0	0	0
ENSBTAG00000048465	0	0	0	0	0	0
ENSBTAG00000048466	2.77542	2.23689	2.94024	2.16729	1.92416	3.19719
ENSBTAG00000048468	6.02163	4.30362	3.75423	2.3562	4.96119	0
ENSBTAG00000048469	0	0.165832	0.108039	0.205865	0	0
ENSBTAG00000048470	15.351	20.787	22.5744	22.7298	29.8174	36.2565
ENSBTAG00000048472	0	0	0	0	0	0
ENSBTAG00000048473	0.657951	0.262189	0.966716	0	0	0
ENSBTAG00000048474	0	0	0.930923	0	1.85915	0
ENSBTAG00000048478	0	0.187895	0	0	0	0
ENSBTAG00000048481	0.844002	1.1315	1.27096	0.746784	1.477	1.89518
ENSBTAG00000048482	2.23981	1.22706	1.36509	1.18413	2.03743	1.25274
ENSBTAG00000048484	0	0	0	0	0	0
ENSBTAG00000048485	574.69929	662.258859	645.496196	673.31726	638.35731	417.732148
ENSBTAG00000048486	6.921458	4.3665267	5.88481	7.544382	7.181872	10.452274
ENSBTAG00000048488	18.8038	9.63543	9.0316	6.52542	6.65415	2.20915
ENSBTAG00000048490	0	0	0	0	0	0
ENSBTAG00000048491	1.60792	0.590973	2.58664	0.870942	0.842187	1.61288
ENSBTAG00000048492	0	0	0	0	0	0
ENSBTAG00000048493	0.460697	0.391094	0.208614	0.551691	0.477834	0.879915
ENSBTAG00000048495	0	0.0574575	0.0752087	0.0712855	0	0.131277
ENSBTAG00000048496	0	0	0	0	0	0
ENSBTAG00000048500	0	0	0	0.129171	0	0
ENSBTAG00000048501	0.320003	0.155652	0.106295	0.230098	0.346032	0.217719
ENSBTAG00000048503	0	0	0	0	0	0
ENSBTAG00000048504	1.35336	0.928743	2.80972	3.82549	2.19122	1.62635
ENSBTAG00000048505	0	0	0	0	0	0
ENSBTAG00000048507	0	0	0	0	2.55842	0
ENSBTAG00000048508	0.837274	0.843067	0.856684	0.503006	1.06508	0.742747
ENSBTAG00000048510	1.08182	0.190924	0	0.242393	0.230079	0
ENSBTAG00000048513	0	0	0	0.0689971	0	0.201211
ENSBTAG00000048514	2.73408	2.34393	0	2.95353	4.28557	0
ENSBTAG00000048516	0.498513	0.433224	0.580337	0.351314	0.498373	0.320608
ENSBTAG00000048517	0.884935	1.43786	1.70282	1.7815	2.06259	2.67402
ENSBTAG00000048519	12.2478	11.5126	12.5001	10.3235	12.8399	12.6317
ENSBTAG00000048521	1.38379	1.40549	1.69474	1.21246	1.78481	2.10608
ENSBTAG00000048522	0.146861	0	0.227234	0.14787	0.103186	0.18077
ENSBTAG00000048523	0.535056	0.648715	0.571007	0.803668	1.41111	0
ENSBTAG00000048524	0	0	0	0.388076	0	0
ENSBTAG00000048525	2.15895	7.58519	10.854	13.4464	5.64735	8.53114
ENSBTAG00000048526	3.68055	3.1252	3.34339	2.673835	4.21246	3.52413
ENSBTAG00000048528	2.32648	2.43657	2.5138	1.79528	2.14715	2.39485
ENSBTAG00000048532	0	0	0	0	0	0
ENSBTAG00000048533	6.20923	4.27151	5.6144	3.53651	4.50252	4.11123
ENSBTAG00000048536	0	0	0	0	0	0
ENSBTAG00000048537	0.740761	0	1.1712	0	0.384405	0
ENSBTAG00000048538	2.23377	2.18354	3.15882	6.57474	2.39549	1.63774
ENSBTAG00000048539	0	0	0	0	0	0
ENSBTAG00000048542	0	0	0	0	0	0
ENSBTAG00000048543	0	0	0	0	0	0
ENSBTAG00000048547	3.57637	2.38843	3.76814	2.71473	2.17324	2.18207
ENSBTAG00000048549	0	0.118355	0	0	0	0
ENSBTAG00000048550	3.33054	2.7228	3.64916	2.35946	3.24486	3.17812
ENSBTAG00000048551	3.8032	3.22072	3.75878	2.81345	5.09668	4.77867
ENSBTAG00000048553	8.19114	5.52053	7.48665	10.3528	12.2821	11.7593
ENSBTAG00000048555	0.268934	0.4257536	0.3595005	0.264599	0.46645	0.3014054
ENSBTAG00000048559	11.6383	7.66651	10.9126	6.8334	6.65348	8.98874
ENSBTAG00000048560	0.555055	0.836808	0.421513	0.159685	0.418635	0.147281
ENSBTAG00000048562	0	0	0	0	0	0
ENSBTAG00000048563	3.04357	2.16401	2.8206	1.72605	3.33247	3.09573
ENSBTAG00000048564	0	0	0	0	0	0
ENSBTAG00000048565	247.226	344.223	262.277	172.418	269.895	162.637
ENSBTAG00000048566	0	0	0	0.902231	1.18836	0.426439
ENSBTAG00000048567	0	0	0	0	0	0
ENSBTAG00000048569	0.122394	0.0330888	0.259109	0.10953	0.114504	0.0750003
ENSBTAG00000048570	0	0	0	0	0	0
ENSBTAG00000048572	0	0	0	0	0	0
ENSBTAG00000048573	3.05935	1.68013	3.06709	1.49032	1.28016	1.86544
ENSBTAG00000048574	0	0	0.0607836	0.0576746	0	0
ENSBTAG00000048576	24.2835	47.9335	38.7352	14.93751	25.7547	11.38447
ENSBTAG00000048579	0	0	0	0	0	0
ENSBTAG00000048580	5.3705	2.89138	5.42023	4.38709	4.75937	3.6082
ENSBTAG00000048581	0.130789	0	0.0691892	0.0219449	0.0229346	0.0400294
ENSBTAG00000048584	0	0	0	0	0	0
ENSBTAG00000048585	0	0	0	0.872201	0	0.179362
ENSBTAG00000048587	0.590153	0.968837	0.737106	1.60083	1.58534	2.058
ENSBTAG00000048589	0	0	0	0	0	0
ENSBTAG00000048591	0.737922	0.564201	0.758388	1.52822	1.06472	0.735518
ENSBTAG00000048593	0	0	0	0	0	0
ENSBTAG00000048594	0	0	0	0	0	0
ENSBTAG00000048596	0	0	0	0	0	0
ENSBTAG00000048597	0.326017	0	0	0	0	0
ENSBTAG00000048599	0	0	0	0.779225	0	0
ENSBTAG00000048600	0	0	0	0	0	0
ENSBTAG00000048602	0	0	0.426462	0	0	0
ENSBTAG00000048605	1.77824	5.52347	1.73729	6.61617	12.1234	6.52737
ENSBTAG00000048607	0.585373	1.24222	1.26344	1.82592	1.63988	0.776652
ENSBTAG00000048609	0	0.59582	2.39506	2.94009	1.59065	2.88213
ENSBTAG00000048612	7.97736	4.47649	4.6103	3.798389	7.79064	5.73645
ENSBTAG00000048613	2.80893	1.74039	0.76664	0.711554	2.37922	1.35131
ENSBTAG00000048614	0	0	0	0	0	0
ENSBTAG00000048615	0	0	0	0	0	0
ENSBTAG00000048616	1.18356	1.89217	3.27014	0	0.800825	0.756781
ENSBTAG00000048617	0	0	0.126178	0	0	0
ENSBTAG00000048618	2.22953	0.957435	1.45653	1.14394	1.58734	1.68669
ENSBTAG00000048619	15.97021	28.40615	24.54292	23.53672	28.29177	15.8331
ENSBTAG00000048620	71.2511	40.2465	37.2492	41.3733	55.2967	88.924
ENSBTAG00000048622	7.25118	9.43283	5.9031	5.22675	7.55842	6.39107
ENSBTAG00000048623	0	0	0	0	0	0
ENSBTAG00000048624	6.30623	3.51338	5.40434	3.95473	4.96966	1.37863
ENSBTAG00000048625	0.623341	0.499032	0.662628	0.606063	0.640867	0
ENSBTAG00000048626	1.24337	0	2.18137	1.64236	1.2978	1.57971
ENSBTAG00000048627	0	0.0745311	0.107223	0	0	0
ENSBTAG00000048628	4.53823	5.67955	9.8177	6.85355	5.25578	7.09877
ENSBTAG00000048630	0	0	0	0	0	0
ENSBTAG00000048631	7.03455	13.688	14.6783	4.95712	7.62066	5.69377
ENSBTAG00000048634	0	0	0	0	0	0
ENSBTAG00000048635	0.152759	0.730589	0.156091	0	0.171208	0
ENSBTAG00000048638	0	0	0	0	0	0
ENSBTAG00000048640	0	0	0	0.0128759	0	0
ENSBTAG00000048641	0.0577941	0.04856747	0.0611842	0	0.0608339	0
ENSBTAG00000048643	4.3299	3.43	2.67834	3.26539	3.14402	4.50067
ENSBTAG00000048644	0	0	0	0	0	0
ENSBTAG00000048645	1.71341	1.15326	1.82483	0	3.00515	0.543714
ENSBTAG00000048648	0.832305	0.730307	0.795951	0.71043	0.86754	0.924822
ENSBTAG00000048649	3.05453	2.47616	4.56364	1.84439	2.52831	3.24623
ENSBTAG00000048653	1.284	0.662491	0.865422	1.22987	0.863237	2.41005
ENSBTAG00000048654	2.89046	1.95404	3.20337	1.90092	2.44642	2.65911
ENSBTAG00000048655	19.3215	12.1542	9.714	11.6118	18.6787	24.4403
ENSBTAG00000048657	0	0	0	0	0	0
ENSBTAG00000048658	1.62602	2.0326	4.51083	6.95798	3.75276	3.42077
ENSBTAG00000048660	0.434424	0.919914	1.91211	1.11324	0.710358	0.980511
ENSBTAG00000048661	0.407188	0.0991755	0.0863296	0.123038	0.0644377	0
ENSBTAG00000048662	0	0	0	0	0	0
ENSBTAG00000048663	0	0	0.0706369	0	0	0
ENSBTAG00000048664	14.57032	26.3279	23.39353	11.9585	17.361969	16.25263
ENSBTAG00000048665	0	0	0	0	0	0
ENSBTAG00000048666	0	0	0	0	0	0
ENSBTAG00000048670	0	0	0	0	0	0
ENSBTAG00000048671	0	0	0	0	0	0
ENSBTAG00000048672	4.65575	2.87234	4.90934	3.33152	3.83625	3.81488
ENSBTAG00000048673	0	0	0	0.555782	0	0
ENSBTAG00000048674	10.6439	8.98823	9.3363	7.98023	8.56794	10.9614
ENSBTAG00000048675	0	0	0	0	0	0
ENSBTAG00000048678	0	0	0	0	0	0
ENSBTAG00000048679	0	0	0	0	0	0
ENSBTAG00000048680	0	0	0	0	0	0
ENSBTAG00000048681	3.60243	1.46992	0.973199	1.79349	6.25709	6.51154
ENSBTAG00000048682	4.62519	2.96299	3.60165	3.44738	3.98386	4.87085
ENSBTAG00000048684	0	0	0	0	0	0
ENSBTAG00000048686	0	0	0	0	0	0
ENSBTAG00000048688	0.367724	0.895573	0.390615	1.10701	0	0
ENSBTAG00000048689	0	0	0	0	0	0
ENSBTAG00000048690	4.45452	2.41948	3.93315	3.7865	3.20446	4.7612
ENSBTAG00000048691	0	0	0	0	0	0
ENSBTAG00000048692	0	0	0	0	0	0
ENSBTAG00000048693	1.16489	0.629274	1.2005	0.93875	0.904292	1.60939
ENSBTAG00000048694	0	0	0	0	0	0
ENSBTAG00000048696	1.68556	0.853508	1.02969	1.09162	1.40009	1.72501
ENSBTAG00000048703	0	0	0	0	0	0
ENSBTAG00000048705	28.7681	24.7804	37.7495	27.4821	34.6509	23.6662
ENSBTAG00000048706	0	0	0	0	0	0
ENSBTAG00000048707	3.009975	1.681775	2.407113	1.589863	2.392254	2.277813
ENSBTAG00000048711	0	0.131209	0	0	0.171036	0.304134
ENSBTAG00000048712	1.5029	0	0	0	0.325479	0.214636
ENSBTAG00000048716	0	0	0	0	0	0
ENSBTAG00000048717	0	0.0524571	0	0	0	0
ENSBTAG00000048718	3.05698	1.96626	2.01995	3.19428	2.85861	1.17349
ENSBTAG00000048720	0	0	0	0	0	0
ENSBTAG00000048721	0	0	0	0	0	0
ENSBTAG00000048722	120.86	83.1278	84.2117	74.258	96.5941	91.1518
ENSBTAG00000048724	0	0	0	0.110594	0	0.147281
ENSBTAG00000048725	3.5416	2.16734	2.33965	1.6772	3.12429	2.98001
ENSBTAG00000048726	0	0	0	0	0	0
ENSBTAG00000048727	0	0	0	0	0	0
ENSBTAG00000048729	0	0	0	0	0	0
ENSBTAG00000048730	0	0	0	0	0	0
ENSBTAG00000048731	3.27339	2.57794	3.52716	1.86472	2.30802	2.13299
ENSBTAG00000048733	0	0	0	0	0	0
ENSBTAG00000048734	0.33481	0.979349	0.44004	0.380563	0	0.726826
ENSBTAG00000048735	0	0	0	0	0	0
ENSBTAG00000048737	0.142039	0.115441	0	0	0	0
ENSBTAG00000048738	1.17969	0.383016	0.751235	0.593928	0.995253	0.872991
ENSBTAG00000048740	4.59269	1.76235	2.74206	2.68627	2.42592	2.064
ENSBTAG00000048742	0	0	0	0	0	0
ENSBTAG00000048743	0	0	0	0.672461	0	0.802128
ENSBTAG00000048744	0	0	0	0	0	0
ENSBTAG00000048745	0	0	0	0	0	0
ENSBTAG00000048746	0	0.561772	0.369853	0.347245	0.365664	0
ENSBTAG00000048747	75.625	66.1291	95.2498	69.3612	76.0328	71.2886
ENSBTAG00000048750	0.967402	1.41225	1.25278	0.972141	1.44506	1.46327
ENSBTAG00000048752	0	0	0	0	0	0
ENSBTAG00000048753	0	0	0	0	0	0
ENSBTAG00000048755	0.600851	0.493982	1.00582	2.15119	0	1.1456
ENSBTAG00000048756	0	0.0652662	0.0141851	0.0270127	0	0.0245968
ENSBTAG00000048758	0	0	0	0	0	0
ENSBTAG00000048761	175.548	194.442	169.928	146.097	184.716	191.772
ENSBTAG00000048762	21.8816	13.2679	18.0882	12.2464	17.1705	18.3512
ENSBTAG00000048763	0	0	0	0	0	0
ENSBTAG00000048765	0.204479	0.055319	0.289589	0.13727	0.143841	0.126331
ENSBTAG00000048771	0.236447	0.191827	0.167025	0.436444	0.207539	0.726215
ENSBTAG00000048772	0	0.27173	0	0.107449	0.0078111	0.114666
ENSBTAG00000048774	1.0132667	0.703458	0.929479	0.591604	0.807483	1.095989
ENSBTAG00000048775	0	0	0	0	0	0
ENSBTAG00000048777	11.528	0	1.898	1.55838	4.22193	3.78674
ENSBTAG00000048779	0	0	0	0	0	0
ENSBTAG00000048780	0.44207	0.265818	0.986374	0	0.228923	3.40966
ENSBTAG00000048782	270.056	192.699	172.943	254.193	182.734	303.737
ENSBTAG00000048784	0	0	0	0	0	0
ENSBTAG00000048785	0	0	0.0623045	0	0	0
ENSBTAG00000048786	0	0	0	0	0	0
ENSBTAG00000048788	6.88828	6.03669	7.78349	7.0691	8.57981	8.36426
ENSBTAG00000048789	0	0	0.0502661	0	0	0
ENSBTAG00000048790	101.234	115.118	162.414	136.851	138.954	112.993
ENSBTAG00000048791	11.4265	6.36007	10.8308	6.9105	9.0743	10.8005
ENSBTAG00000048792	4.66763	2.4425026	2.761796	2.775754	3.85461	8.04813
ENSBTAG00000048795	0.603613	0.185557	2.40971	0	1.43936	0
ENSBTAG00000048797	0	0	0	0	0	0
ENSBTAG00000048798	20.13049	17.53124	18.36872	13.0681	21.94003	18.2011
ENSBTAG00000048799	5.85556	4.33234	5.27662	3.76193	5.91357	4.98305
ENSBTAG00000048800	31.5431	28.7087	47.6531	44.8552	39.9883	40.9035
ENSBTAG00000048802	0	0	0	0	0	0
ENSBTAG00000048804	0.798747	0.607991	1.06881	0.754871	0.634361	0.747546
