sample_SRR6798308	sample_SRR6798310	sample_SRR6798312	sample_SRR6798314	sample_SRR6798316	sample_SRR6798318
ENSBTAG00000005489	5.6633591	5.1054937669	5.44836611265	4.94424	5.38859	5.235032
ENSBTAG00000005490	45.6845	54.5401	55.0416	81.7144	59.643	50.3076
ENSBTAG00000005492	105.711	115.075	115.598732	94.825077	100.858	86.963
ENSBTAG00000005493	15.619631	13.93214	19.6421	18.91854	16.6479	15.246337
ENSBTAG00000005495	0.28448	0.288595	0.242446	0.459708	0.630918	0.315944
ENSBTAG00000005496	5.99486	5.796	3.737922	4.56686	5.10836	7.87999
ENSBTAG00000005497	28.423581	33.410869	27.04258	22.268226	28.432905	24.549537
ENSBTAG00000005498	59.6478	63.7512	83.7547	80.0697	79.5111	78.5383
ENSBTAG00000005499	0.119104	0.0483383	0.505666	0.419752	0.31402	0.220373
ENSBTAG00000005501	5.02469	4.930799	6.628748	4.038764	5.903545	5.95569
ENSBTAG00000005503	26.102809	21.124025	21.827587	21.886915	25.908052	22.286132
ENSBTAG00000005504	123.20479	134.0179	198.8457	224.8212	154.43085	101.30444
ENSBTAG00000005514	7.6021	10.85175	13.72869	11.43652	9.9953	9.37322
ENSBTAG00000005517	22.479677	18.296819	18.703956	16.655552	20.385623	26.680633
ENSBTAG00000005519	23.39332	25.4124	24.58512	19.05403	27.7661	24.037239
ENSBTAG00000005522	4.12337	4.64877	6.41182	6.22782	4.27251	3.96889
ENSBTAG00000005523	1.36726	1.62886	2.59172	2.52048	2.07594	1.33584
ENSBTAG00000005524	22.5799	17.712	21.6306	18.9197	19.9176	25.7917
ENSBTAG00000005525	0.0763282	0.0866418	0.0322851	0.097424	0.1473157	0.139985
ENSBTAG00000005526	12.1846	13.5745	11.3924	9.98843	12.7404	13.834
ENSBTAG00000005527	0.119268	0.0967616	0.210632	0.160109	0.125626	0.146536
ENSBTAG00000005532	8.18361	7.47313	9.12235	9.99575	8.01121	7.48526
ENSBTAG00000005533	36.6005	46.1473	47.2182	43.8935	52.4748	30.8255
ENSBTAG00000005534	10.79564	8.27428	9.30418	9.48693	13.09943	8.80467
ENSBTAG00000005535	0.11179	0.0451183	0	0	0	0.104269
ENSBTAG00000005536	156.391184	183.12511	134.44557	131.10765	160.80857	130.881565
ENSBTAG00000005540	0	0	0	0	0	0
ENSBTAG00000005542	65.738846	82.5377500435298	78.462335	56.269265	72.21003	61.77922
ENSBTAG00000005546	0	0.027148	0	0	0	0
ENSBTAG00000005547	5.64876	9.13045	7.12874	5.32635	6.28243	7.85705
ENSBTAG00000005548	0.153478	0.031128	0.0406526	0	0	0.21208
ENSBTAG00000005550	6.4851	5.87514260992	7.393595	6.36236	6.666099	6.490608946258
ENSBTAG00000005556	13.89877	5.8138205	15.149113	20.636618	22.573872	14.915354
ENSBTAG00000005557	8.639533655138	6.72384	10.040574	8.67458212885	8.4508111	6.78205585
ENSBTAG00000005559	0.234158	0.623322	0	0	0	0
ENSBTAG00000005560	15.276	12.950074	21.8424	15.8857	17.0386	15.385399
ENSBTAG00000005562	24.77291	15.10494	16.287354	11.479619	22.740621	14.09796
ENSBTAG00000005564	9.9671	9.847884	8.54972800039983	8.657795	10.634407	13.270609
ENSBTAG00000005565	8.40568	5.05843	14.3224	11.4352	10.2122	17.1795
ENSBTAG00000005567	0.84874	0.578325	0.791039	0.820327	1.14389	2.31231
ENSBTAG00000005568	0.91681	0.981149	0.142154	1.57515	0.771225	4.03296
ENSBTAG00000005570	0.0549884	0.0892581	0.0583421	0	0.173925	0.2033
ENSBTAG00000005571	11.4945	9.75276	11.0831	9.83936	12.4704	10.1972
ENSBTAG00000005572	6.48316	7.70804	7.77551	7.72302	7.8378	7.22908
ENSBTAG00000005573	85.6416	80.1496	78.5596	108.059	94.4131	98.5955
ENSBTAG00000005574	2202.12	2009.75	2225.12	2555.79	2761.39	3110.75
ENSBTAG00000005576	1.46293	2.80239	5.16757	9.16482	2.3115	3.146
ENSBTAG00000005577	57.6735	57.9473	51.0114	69.8142	64.9726	70.384
ENSBTAG00000005578	24.7116	27.3417	29.2052	28.5064	26.8492	28.48311
ENSBTAG00000005580	3.84317	3.57101	7.09286	6.94793	5.35876	5.20528
ENSBTAG00000005581	8.32071	10.4088	14.4795	12.8512	13.858	9.49767
ENSBTAG00000005583	26.08707	20.71905	18.81512	36.05326	26.61203	32.97121
ENSBTAG00000005584	0.302107	0.280052	0	0.639629	0.499627	0.856658
ENSBTAG00000005585	3.55201	5.27722	4.21763	2.97042	3.74614	4.12205
ENSBTAG00000005586	134.359	122.372	128.169	110.82	146.933	136.918
ENSBTAG00000005587	16.7817	17.4562	21.3893	22.9494	18.6662	19.0557
ENSBTAG00000005588	14.58785	13.0902	14.89442	14.51232	16.03769	15.67935
ENSBTAG00000005589	32.8176	24.4854	32.5536	27.3189	32.2193	29.9046
ENSBTAG00000005592	21.2574	22.131	32.33742	27.093327	29.59396484	20.04681393
ENSBTAG00000005595	23.41225	20.00897	19.6223	25.738	18.59372	16.10225
ENSBTAG00000005596	17.4042	14.9263	24.8833	24.4549	28.7644	18.3935
ENSBTAG00000005600	0	0	0	0	0	0
ENSBTAG00000005603	0.141408	0.0382485	0.0999556	0.569515	0	0.34799
ENSBTAG00000005604	0.0305179	0.0742601	0	0.0570235	0.0321263	0.168418
ENSBTAG00000005606	0	0	0	0	0	0
ENSBTAG00000005607	0.357544	0.135274	0.151191	0.191964	0.275698	0.196588
ENSBTAG00000005609	0.0414534	0.0336325	0	0	0.0436678	0.0764223
ENSBTAG00000005614	69.048784	66.598751	73.951415	75.031	85.521881	73.7634
ENSBTAG00000005615	6.95968	5.71353	4.278967	7.00759	7.3684	6.70478
ENSBTAG00000005616	0.0948138	0	0	0	0.0499579	0
ENSBTAG00000005617	7.368213	11.08623	12.51111	14.0298	10.09459	7.56993
ENSBTAG00000005620	985.821	909.86	784.201	1053.19	963.229	1154.25
ENSBTAG00000005622	78.6139936	76.4843	85.0663	76.8178668	95.6121	93.32288
ENSBTAG00000005623	0	0	0	0	0	0.0643609
ENSBTAG00000005626	0	2.11163	0.125506	15.8958	0	18.3771
ENSBTAG00000005627	66.2869	69.1226	72.9755	51.2304	66.8395	51.0088
ENSBTAG00000005628	4.29277	2.62013	3.64253	2.85455	2.46836	6.19651
ENSBTAG00000005629	0.0929074	0.0564919	0.0245536	0.081837	0.0976888	0.181869
ENSBTAG00000005630	3.39651	3.85063	4.317104	3.484349	4.37608	1.56385
ENSBTAG00000005631	12.2359	14.0673	15.8956	18.5823	17.3825	14.772
ENSBTAG00000005633	4.8999494	3.073993	4.0615830307317	4.33187800019409	4.64079	6.08937
ENSBTAG00000005634	34.1659	26.5968	30.2817	25.878	34.8198	33.7467
ENSBTAG00000005635	4.19839	2.55594	3.02777	2.2649	3.7988	2.92178
ENSBTAG00000005638	0.422037	0.241602	0.236456	0.349905	0.522496	0.547398
ENSBTAG00000005639	0	0.852913	0.237185	0	0.255155	0.417412
ENSBTAG00000005644	5.67484	17.898901	13.886774	6.8647	10.4102	3.4349948
ENSBTAG00000005647	0.533251	0.468473	0.705267	0.693422	0.420799	0.448858
ENSBTAG00000005648	4.26346	0.0752068	1.13005	1.49312	2.97878	0.256555
ENSBTAG00000005650	20.552183	15.2781	16.9574	13.265809	19.3447	15.5529
ENSBTAG00000005652	5.23319	5.79281	7.23596	8.15094	7.38866	6.34267
ENSBTAG00000005653	0.875515	0.341855	0.177118	0.618412	0.422358	0.484308
ENSBTAG00000005654	1473.84	3045.28	1535.17	1076.72	1142.93	1156.2
ENSBTAG00000005657	106.888	172.388	184.77	245.918	173.094	79.3723
ENSBTAG00000005658	29.788	22.53894	34.0423	32.956	36.7886	27.1257
ENSBTAG00000005660	71.501243	75.767054	80.6948	71.913727	83.882054	72.70187
ENSBTAG00000005661	15.6958	14.766900255401	11.287200222555	10.711889707	16.36742	15.25435209
ENSBTAG00000005663	30.2192	35.3497	24.5349	22.6816	31.6619	27.2852
ENSBTAG00000005664	773.94033	778.43337	686.60554	612.672379	711.93076	793.65874
ENSBTAG00000005665	35.4591	32.081	29.952	26.6231	34.0196	29.2078
ENSBTAG00000005666	2.96594	3.748358	3.65657	3.583	3.764589	3.54462
ENSBTAG00000005667	0.630198	0.425828	0.555437	0.563934	0.515568	0.546024
ENSBTAG00000005668	1.49026	0.942768	1.3855	1.15404	1.29183	0.871182
ENSBTAG00000005670	0.988803	0.618784	0.530984	1.79028	1.11421	0.646525
ENSBTAG00000005671	0	0	0	0	0	0
ENSBTAG00000005672	3.54536	5.418967	3.044569	6.028049	4.70172	5.074794
ENSBTAG00000005674	11.4948	11.571587	13.2476	12.2465	12.651	12.7372
ENSBTAG00000005675	0.0516453	0.109635	0.0715236	0.025997	0.0543512	0.124151
ENSBTAG00000005676	33.96729	36.34871	43.99068	57.13958	50.4561	38.99631
ENSBTAG00000005678	10.39231	9.02676	11.630816	9.296387	11.944373	8.952415
ENSBTAG00000005679	156.7457	197.0036	174.9349	184.6322	224.0847	106.3409
ENSBTAG00000005681	22.52391	25.16184	24.49569	19.90527	24.72884	18.81777
ENSBTAG00000005682	15.228446	17.0474721540731	16.32877	15.383309	17.1210900085509	18.04279
ENSBTAG00000005683	17.1427	13.6301	14.9366	14.7078	16.9738	18.144
ENSBTAG00000005685	0.160027	0.108156	0.338764	0.134257	0.19649	0.294153
ENSBTAG00000005688	26.03344	36.52694	38.802858	54.0913	42.279488	27.067966
ENSBTAG00000005691	16.7857	10.5849	11.5033	10.8253	14.1838	15.8581
ENSBTAG00000005693	22.4272	23.6871	19.9802	16.2825	20.221	20.6892
ENSBTAG00000005694	84.9691	72.1859	92.0095	82.9759	89.0726	99.641
ENSBTAG00000005695	10.69872	12.89979	11.77598	10.05753	11.19495	7.59378
ENSBTAG00000005696	1.1237	0.487638	0.803364	0.876307	0.815639	0.43544
ENSBTAG00000005697	3.34976	2.41168	2.92326	1.95844	2.67708	2.19683
ENSBTAG00000005699	0.0643506	0.208894	0.136659	0.220499	0.3037282	0.147251
ENSBTAG00000005700	2.714898	7.575816	6.9326921143	4.97942	5.158321	1.997934
ENSBTAG00000005702	0.676369025237	0.615982	0.3385	6.377045668807	0.509842046963	9.0149908770057
ENSBTAG00000005704	0	0	0	0	0	0
ENSBTAG00000005708	1.559824	0.802355	1.314004	0.886148	1.242071	1.354005
ENSBTAG00000005709	79.7979	69.1198	75.5932	73.9793	76.2909	93.9069
ENSBTAG00000005710	95.68120775578	87.10376	116.87	111.3738	110.26	84.2488818511
ENSBTAG00000005711	213.0519	231.8305	207.4147	168.0653	299.043	103.7745
ENSBTAG00000005712	18.0945	15.521	18.2007	16.9518	18.5906	25.2576
ENSBTAG00000005714	0.2819706	0.719288	0.1026516	1.870535	0.3479472	2.414135
ENSBTAG00000005715	25.6831	37.6592	32.7049	32.1756	22.6842	17.4134
ENSBTAG00000005716	2.993026	5.346577	2.770411	4.264278	7.74505	16.002114
ENSBTAG00000005717	0.0427785	0.0347088	0.136023	0	0.0450675	0.0788862
ENSBTAG00000005718	7.9333	8.34692	7.27619	6.54209	8.6218	16.29912
ENSBTAG00000005719	0	0	0.15954	0	0	0
ENSBTAG00000005723	7.17124	4.34525	6.3802	4.88808	5.5802	6.41295
ENSBTAG00000005724	3.774351	3.20641	3.671578	4.10115	3.50437	4.89449
ENSBTAG00000005725	0.0731129	0.0296558	0.116177	0.0368053	0.192488	0.0673286
ENSBTAG00000005726	862.487	622.2068	704.244	614.9076	722.923	835.377
ENSBTAG00000005728	0.562794	0.219071	0.119097	0.203971	0.521101	1.19903
ENSBTAG00000005729	8.51141	5.74887	6.91967	6.64632	7.15916	7.16011
ENSBTAG00000005730	22.8811	20.6295	27.8961	28.5594	26.2938	23.6684
ENSBTAG00000005732	85.83225	73.045169	69.02651	61.35375	67.61063	62.13856
ENSBTAG00000005733	5.101874	3.928779	5.61024	4.641357	4.53402	4.435839
ENSBTAG00000005734	0	0	0.0322327	0	0.0640942	0
ENSBTAG00000005735	299.325	276.499	265.28	293.881	327.744	287.703
ENSBTAG00000005736	0.1959919	0.158605	0.188076	0.179015	0.243158	0.580727
ENSBTAG00000005738	0.210093	0.210409	0.326628	0.261261	0.402845	0.747516
ENSBTAG00000005741	0	0.172455	0	0.107018	0	0
ENSBTAG00000005743	15.28526	13.898548	10.281951	11.079043	15.68574	18.80705
ENSBTAG00000005744	23.4313	17.2457	27.5734	21.9416	20.9617	32.4586
ENSBTAG00000005745	0.279415	0.166193	0.147833	0.22924	0.383346	0.213858
ENSBTAG00000005748	0.608395	0.291578	0.497648	0.473302	0.698558	0.406741
ENSBTAG00000005749	0	0	0	0	0	0
ENSBTAG00000005750	0.0439558	0.178325	0	0.0442568	0.138934	0.324305
ENSBTAG00000005751	4.23315	2.91449	4.81332	4.16367	4.69976	3.79163
ENSBTAG00000005753	30.51513	38.2362	34.07051	22.64864	33.003703	25.17583
ENSBTAG00000005754	44.7757	34.1935	36.9227	32.9624	39.3188	35.7417
ENSBTAG00000005756	9.31781	12.5597	16.6332	30.9655	19.6427	9.49873
ENSBTAG00000005757	84.9431	89.56	108.04	101.565	117.082	149.061
ENSBTAG00000005759	0	0	0.0793156	0	0	0.138494
ENSBTAG00000005760	5.29041	4.80135	6.77721	3.65201	5.08406	3.80803
ENSBTAG00000005761	10.6369	12.216	7.91363	10.1554	11.1953	9.55026
ENSBTAG00000005762	78.9912	157.6537	164.3217	127.1145	165.5799	58.509
ENSBTAG00000005763	8.78861	12.0278	13.3662	17.1794	16.2778	13.4995
ENSBTAG00000005765	23.687986	30.62207	30.09367	29.028631	26.687508	21.39247
ENSBTAG00000005766	0.219163	0.609495	0.464133	0.724992	0.527373	0.864058
ENSBTAG00000005769	3.11716	1.74426	5.05291	2.83034	3.30341	3.3608
ENSBTAG00000005772	0.0525378	0.17055	0	0	0	0.0970721
ENSBTAG00000005773	8.43998	6.49073	8.27543	5.42408	8.31972	8.70075
ENSBTAG00000005774	0	0	0	0	0.0267563	0
ENSBTAG00000005776	4.65319	2.563664	3.736531	4.65214	5.341429	3.578461
ENSBTAG00000005779	0	0	0	0	0	0
ENSBTAG00000005780	40.110255	43.459873	68.005743	61.684704	64.397756	62.16282
ENSBTAG00000005782	0	0	0	0.0333345	0	0.0609385
ENSBTAG00000005784	1.38319440879257	0.841267300353268	1.5079253565399	1.5970367	1.50025260008789	1.3204249480185
ENSBTAG00000005785	22.0626	27.1745	21.7784	13.1758	18.9643	41.5637
ENSBTAG00000005786	8.56902	9.27163	9.13226	7.01151	7.65105	9.98481
ENSBTAG00000005787	19.9636	50.5969	22.4396	18.7675	25.9563	49.535
ENSBTAG00000005788	1.07683800034797	1.55193899	1.248902	1.011295	0.973080000378915	1.48087
ENSBTAG00000005791	8.54738	11.628626	9.8131	8.76295	10.6463000363264	8.17975
ENSBTAG00000005792	41.57868	45.99944	39.92878	30.77942	38.04519	43.61541
ENSBTAG00000005793	972.401	828.227	1028.46	892.085	986.19	794.807
ENSBTAG00000005795	11.8425	7.52389	10.0681	9.49448	10.337	13.9351
ENSBTAG00000005796	54.2594	48.1722	56.2671	45.8108	55.5647	54.6545
ENSBTAG00000005797	0	0	0	0	0	0
ENSBTAG00000005798	0.0756833	0.276295	0.922106	0	0	0
ENSBTAG00000005799	0.830017	0.496778	1.33795	1.2136	1.24739	1.34222
ENSBTAG00000005800	33.725108	33.263874	30.934324	24.032082	38.072929	31.472911
ENSBTAG00000005803	12.97416	10.20697	13.54426	10.1715	11.9601	9.47626
ENSBTAG00000005805	14.7769	12.593104	18.162980776482	13.9846000013205	15.350431	16.06311
ENSBTAG00000005807	69.6723	72.248004	73.2201	54.4198	74.4762	63.3049
ENSBTAG00000005808	136.165	135.049	114.319	115.64	113.521	133.507
ENSBTAG00000005809	20.41427	18.37112	16.93616	15.62756	20.03506	17.705
ENSBTAG00000005810	5.23769	13.5179	25.1889	8.54827	9.08673	9.6803
ENSBTAG00000005812	0.933774	1.09652	0.204307	1.57212	3.04791	4.19343
ENSBTAG00000005814	42.280682	33.0552	32.2613	47.911643	33.769823	74.22945
ENSBTAG00000005815	6.732374	6.72966100554811	10.075877	11.5646946	9.199752	8.47913457233
ENSBTAG00000005816	12.5593	13.94768	11.82418	21.87519	11.99845	19.59934
ENSBTAG00000005819	11.947419	8.634423	14.918301	13.551216	12.856444	13.433757
ENSBTAG00000005824	26.855	27.2684	23.8727	19.5622	25.8641	29.2682
ENSBTAG00000005825	0.365327	0.1638384	0.172066	0.262711	0.290031	0.287764
ENSBTAG00000005826	3.99806	4.57353	4.40599	3.30079	4.243834	4.20007
ENSBTAG00000005827	9.64771	9.66573	16.79846	10.18246	13.74446	10.54754
ENSBTAG00000005828	12.0583	9.43236	9.53241	10.4863	10.4186	8.61556
ENSBTAG00000005830	13.808844	18.563148	27.873769703732	35.991411	26.56433276	19.905308
ENSBTAG00000005832	30.5635	27.6086	28.7587	28.8297	32.6004	20.6181
ENSBTAG00000005833	18.36395	14.61237	16.71107	13.28026	17.9649	17.41855
ENSBTAG00000005835	19.144866	16.163182	14.164844	16.857851	19.64669	20.82812
ENSBTAG00000005838	11.52956	11.77209	16.73448	13.75431	15.49642	12.764
ENSBTAG00000005842	1.57843	1.07667	2.04822	2.10401	1.94573	1.67554
ENSBTAG00000005843	63.6534	78.4336	67.5179	52.6525	62.4492	59.8993
ENSBTAG00000005844	24.771786	23.005123	28.346052	30.2114	30.81465	29.637631
ENSBTAG00000005845	15.8571	13.1385	13.308	19.5317	15.957	17.3702
ENSBTAG00000005846	54.20876	43.69611	58.223	50.74721	50.78836	52.86576
ENSBTAG00000005847	13.09613	10.7705907	11.457042	7.584931	11.024254	8.382635
ENSBTAG00000005848	0.139771	0.101991	0.103449	0.0703533	0.132288	0.307527
ENSBTAG00000005850	5.88387	4.58005	4.29689	17.2517	7.70504	12.1625
ENSBTAG00000005851	44.891647	61.38477	50.155065	37.8719	50.4768	49.289227
ENSBTAG00000005852	0.642752	0.40696388	0.53190113	0.302624	0.654441	0.277528
ENSBTAG00000005854	89.5202	87.9903	84.4541	70.0778	94.112	84.6812
ENSBTAG00000005857	78.8768	65.15633	110.94994	82.78948	108.503776	63.64629
ENSBTAG00000005858	0.0884989	0.0957075	0.37478	0.0296994	0.12421	0.10851
ENSBTAG00000005859	0.0389646	0.0303282	0.118817	0.0392303	0.0393716	0
ENSBTAG00000005861	7.36853	6.08625	8.69153	5.97705	6.75262	9.390300506491
ENSBTAG00000005862	3.16106	2.08338	3.13721	2.48392	3.27587	3.64658
ENSBTAG00000005863	5.7732	6.06292	6.41261	6.99231	7.8896	5.93084
ENSBTAG00000005864	0	0	0	0	0	0
ENSBTAG00000005865	23.7286	29.9813	33.5449	18.0619	26.1433	19.2925
ENSBTAG00000005866	1.4127	0.939548	0.867381	0.967134	1.04086	0.77927
ENSBTAG00000005868	26.1803	31.7135	29.8963	25.8939	34.5821	45.4652
ENSBTAG00000005869	27.1385	23.8454	22.01018	19.74907	24.8307	26.2166
ENSBTAG00000005870	11.8079	11.0494	7.0982	7.56149	8.67578	14.3565
ENSBTAG00000005871	0.754285	0.4243259	0.875354	0.55742076	1.12336809025049	0.5476318
ENSBTAG00000005877	0.377601	0.302058	0.384287	0.293259	0.283855	0.369218
ENSBTAG00000005884	6.41647	10.4374	6.43618	6.87024	8.6864	9.8742
ENSBTAG00000005885	0	0	0.0618623	0	0	0
ENSBTAG00000005888	1.03275	0.900104	0.614171	2.4042	1.15386	2.48477
ENSBTAG00000005891	1.228016	0.782506253012901	0.758777055342	1.400156	1.2878	2.53785
ENSBTAG00000005892	1.21459	1.49288	4.32153	1.17004	2.30706	4.35761
ENSBTAG00000005893	12.38924	11.18822	13.88386	10.29386	11.92027	12.3555
ENSBTAG00000005895	0	0	0	0	0	0
ENSBTAG00000005897	30.5028	30.2892	54.5315	43.9425	39.7975	38.248
ENSBTAG00000005898	7.99534	6.83225	6.21445	7.25102	7.66666	10.3063
ENSBTAG00000005903	3.7225	3.4573118	4.63569	7.90052	6.67813	5.17092
ENSBTAG00000005904	170.972	159.431	152.417	143.813	167.902	211.309
ENSBTAG00000005905	9.1574	7.14832	7.90993	6.32411	7.56634	9.44383
ENSBTAG00000005907	144.132	128.3	106.146	120.491	123.632	125.072
ENSBTAG00000005908	4.33417	1.93002	2.49871	2.0028	3.2137	10.2343
ENSBTAG00000005909	66.27532	47.234075	62.141090625768	58.05509	66.06816	67.416149
ENSBTAG00000005910	0.137053	0.0156136	0.11272	0.153301	0.04760612	0
ENSBTAG00000005912	20.52543	21.20577	19.87042	26.8688	22.1669	20.16212
ENSBTAG00000005913	15.03524	15.90665	16.24214	14.49255	17.25607	14.91056
ENSBTAG00000005915	1.34351494281	1.381837	1.005548	0.9234642828	1.382062	0.9788360633342
ENSBTAG00000005916	5.00153	4.19547	6.63822	6.01951	6.15741	7.064036
ENSBTAG00000005917	2.17542	0.915588	1.44599207578	1.45478	1.6179	1.4847747
ENSBTAG00000005922	2.06784	4.5612	4.74477	5.64533	4.1105	4.91945
ENSBTAG00000005923	8.97889	9.08475	17.7986	21.9585	15.5094	12.1133
ENSBTAG00000005925	0.45306	0.298752	0.427115	0.289881	0.164959	0.521275
ENSBTAG00000005928	7.78893	6.74026	7.2811922	4.99336	6.29713	7.57786
ENSBTAG00000005929	9.33991	8.33637	9.69098	9.1539	10.4694	5.50698
ENSBTAG00000005932	1.698216	1.774516	1.476082	1.3091903	2.018954	0.9488072
ENSBTAG00000005933	35.9938	95.67052	61.3915	48.60288	52.36579	47.85108
ENSBTAG00000005934	22.85715	28.6475	38.7688	72.297	39.6361	30.5579
ENSBTAG00000005936	0.513723	0.555952	0.149771	0.459801	0.722259	1.68898
ENSBTAG00000005937	3.331828	3.779709	1.864494	4.385452	5.23474	20.1229
ENSBTAG00000005938	2.6562	0.938025	2.35697	1.55269	1.5776	1.37668
ENSBTAG00000005940	17.4583	18.2796	17.1224	15.6715	16.9307	18.4611
ENSBTAG00000005945	0.4219656	0.084655657288	0.548395	0.3475228	0.1925373	0.190643
ENSBTAG00000005946	3.14979	2.40023	2.22787	2.61699	2.27548	1.49747
ENSBTAG00000005947	9.545258	6.237338	9.12215	7.013649	6.944095	7.842312
ENSBTAG00000005950	0	0	0	0	0.0307951	0
ENSBTAG00000005951	0.229955	0.186453	0.225818	0.36378	0.397344	0.271177
ENSBTAG00000005952	0	0	0.0364832	0.0346797	0.0362699	0
ENSBTAG00000005953	0.109249	0.0443332	0.115908	0.165004	0.979026	0.10097
ENSBTAG00000005954	0	0	0	0	0	0
ENSBTAG00000005955	2.42431	3.09205	2.54835	4.95243	3.81677	4.54916
ENSBTAG00000005957	28.1516	30.3344	34.166	26.7036	30.0322	30.4716
ENSBTAG00000005958	7.169336	43.971745	22.086111	12.448135	18.538438	9.906371
ENSBTAG00000005960	62.872241	59.356414	54.94117541	58.590563	60.591404	51.35090476
ENSBTAG00000005961	57.8988	55.0494	57.6206	51.61	56.0344	51.512
ENSBTAG00000005963	1.23423	0.890098	0.667884584375	0.92353657	0.838238767	0.698626337188
ENSBTAG00000005964	3.34267	2.45258	3.22412	2.26635	3.44535	2.71475
ENSBTAG00000005965	4.76331	12.3066	10.9625	13.4429	9.81593	6.48637
ENSBTAG00000005967	7.760836	6.655659	9.00757	6.15655	9.228161	7.11424305531
ENSBTAG00000005968	0.301094	0.167037	0.100549	0.223346	0.33334	0.0871998
ENSBTAG00000005969	56.1033	54.20199	48.76008	38.46992	52.6476	50.18856
ENSBTAG00000005970	106.089	112.045	54.8061	65.1138	94.968	97.5986
ENSBTAG00000005971	0.385007	4.26918	0.589431	29.3745	0.766148	33.4477
ENSBTAG00000005972	0.302288	0.368514	0.326207	0.152079	0.160098	0
ENSBTAG00000005973	4.55572	2.08474	3.52462	2.8034305	2.73195	3.585651
ENSBTAG00000005974	0.972889	1.38131	0.773226	1.55093	0.0854002	1.19551
ENSBTAG00000005975	104.68409	73.11473	71.9222	65.0389	94.61959	88.12347
ENSBTAG00000005976	25.81135	18.75429	19.60121	17.61237	19.30728	19.77471
ENSBTAG00000005978	3.380824	4.14591	5.30159699	5.264045	5.071167	2.95797000235107
ENSBTAG00000005979	1.79507	0.939475	1.23942	1.07287	1.18236	1.22807
ENSBTAG00000005980	1.334787	1.1429496	1.1216207	1.421907	1.6893856	1.498876
ENSBTAG00000005984	8.64954	8.26249	11.30683	8.50146	11.23336	10.8923
ENSBTAG00000005985	26.82882	54.45965	12.83252	13.20306	28.94977	8.77239
ENSBTAG00000005986	3.12246	2.21875	2.18117	5.40366	1.34011	2.91015
ENSBTAG00000005987	14.7629	12.7575	14.5534	11.3326	15.7082	15.6032
ENSBTAG00000005989	155.588	153.083	208.647	157.639	154.121	162.951
ENSBTAG00000005990	95.780872	77.056398	68.153306	93.934612	103.2029	82.059516
ENSBTAG00000005994	0.0793207	0.128705	0.126075	0.159724	0.29242	0.511634
ENSBTAG00000005996	1.05202	0.776066	0.811276	2.02219	1.76377	6.79678
ENSBTAG00000005997	7.171914	4.76360497951	8.008103	5.027175	6.509753	3.64940000930438
ENSBTAG00000005998	12.7731	10.6503	9.44675	8.46959	11.3368	8.90881
ENSBTAG00000005999	24.4663	33.0643	31.5016	27.3436	29.259	19.01394
ENSBTAG00000006001	3.439402	2.595129	4.71912	3.523019	4.55712	4.2359954086
ENSBTAG00000006002	16.24667	13.06357	16.42919	17.94175	17.79685	21.66831
ENSBTAG00000006003	8.246261	8.84167	9.002059	9.089321	11.5021	8.53983
ENSBTAG00000006005	7.32756	7.56843	9.04224	10.2364	8.03706	9.77831
ENSBTAG00000006007	19.9888	24.6259	28.1886	26.2797	27.9665	26.5413
ENSBTAG00000006008	9.630382	11.81486	12.27926	10.80421	11.29388	7.538746
ENSBTAG00000006010	0.0304492	0.0543017	0.0707817	0.018391	0.0448073	0.0445933
ENSBTAG00000006013	6.22214	8.11998	8.05584	5.27195	6.71231	3.39998
