sample_SRR6293978	sample_SRR6293979	sample_SRR6293980	sample_SRR6293981	sample_SRR6293982
ENSSTOG00000031237	3.82762	5.28609	4.01928	3.67223	3.83923
ENSSTOG00000031238	0.527337	0.43049	0.296707	0.97844	0.304451
ENSSTOG00000031239	0	0	0	0	0
ENSSTOG00000031245	3.32918	1.9656	1.88753	2.39873	1.86312
ENSSTOG00000031247	0	0	0	0	0
ENSSTOG00000031248	0	0.513445	0	0	0
ENSSTOG00000031250	0.67659	0.539469	0	0	0
ENSSTOG00000031253	10.4725	8.00006	17.7127	14.5472	7.65924
ENSSTOG00000031266	2.50331	2.00442	1.03924	1.71326	2.11872
ENSSTOG00000031268	196.945	188.835	199.801	201.19	201.507
ENSSTOG00000031270	0.303603	0	0.477082	0.198954	0
ENSSTOG00000031273	7.81434	7.82813	6.00246	4.72022	4.0123
ENSSTOG00000031274	4.93635	5.17168	6.12967	4.94819	6.02264
ENSSTOG00000031277	0.45319	0.367778	0.374921	0	0.398346
ENSSTOG00000031280	0	0	0	0	0
ENSSTOG00000031283	0	0	0	0	0
ENSSTOG00000031284	0	0.0682538	0	0	0.144921
ENSSTOG00000031287	0	0	0.137046	0	0
ENSSTOG00000031290	0	0	0	0	0
ENSSTOG00000031294	0.473074	0.597191	0.154331	0.254452	0.316706
ENSSTOG00000031296	0.10383	0.255774	0.352649	0.36398	0.18099
ENSSTOG00000031297	4.18834	2.97941	5.82707	3.3227	2.88758
ENSSTOG00000031299	0	0	0.236744	0.194772	0
ENSSTOG00000031300	63.073	56.2122	60.9826	57.4537	64.5239
ENSSTOG00000031302	0	0.215184	0.0556385	0	0.0571213
ENSSTOG00000031314	0.245997	0.199751	0.4129	0.169947	0
ENSSTOG00000031315	4.66351	5.11628	6.27288	4.49771	5.63277
ENSSTOG00000031320	0	0	0	0	0
ENSSTOG00000031321	0	0	0	0	0
ENSSTOG00000031323	0.1525283	0.0611863	0.316395	0.365986	0.324814
ENSSTOG00000031324	0	0	0	0	0
ENSSTOG00000031325	0	0	0	0	0
ENSSTOG00000031326	0	0	0	0	0
ENSSTOG00000031327	0.0910263	0.149644	0.0773754	0.0639073	0.238283
ENSSTOG00000031329	0	0	0	0	0
ENSSTOG00000031332	0	0	0	0	0
ENSSTOG00000031333	201.9	214.68	216.627	220.11	224.646
ENSSTOG00000031337	4.46002	9.3625	4.92836	6.32563	5.45956
ENSSTOG00000031342	0	0	0.585677	0.963019	0
ENSSTOG00000031349	2.25991	2.66598	2.30831	1.80122	1.51399
ENSSTOG00000031351	21.6188	23.233	20.0525	22.5657	21.938
ENSSTOG00000031354	0	0.304755	0.157512	0	0
ENSSTOG00000031355	2.74419	1.96944786378	2.8653	2.65825	2.07824
ENSSTOG00000031356	14.3413	10.0802	7.74589	10.1032	15.4633
ENSSTOG00000031359	0	0	0	0	0
ENSSTOG00000031360	0	0	0	0	0
ENSSTOG00000031361	0.403453	0.648316	1.67727	0.55023	1.02816
ENSSTOG00000031366	0	0	0	0	0
ENSSTOG00000031367	0.2338	0	0.197816	0	0
ENSSTOG00000031374	16.771	16.8331	19.9447	17.7315	17.1654
ENSSTOG00000031377	0.254755	0	0	0	0
ENSSTOG00000031378	0	0.975396	0	0	0
ENSSTOG00000031386	2.50708	2.58241	2.49714	1.78922	2.20519
ENSSTOG00000031392	180.265	170.909	203.982	180.658	141.841
ENSSTOG00000031401	137.33532	123.03576	126.71324	107.63785	112.84128
ENSSTOG00000031402	7.497853	5.93845	6.142	4.75285	4.468667
ENSSTOG00000031403	0.289951	0.234528	0.242376	0	0.248531
ENSSTOG00000031404	0.485078	0.663971	0.48653	0.710299	0.426144
ENSSTOG00000031407	0.214945	0.699732	0.904024	0.893608	0.370939
ENSSTOG00000031411	0	0	0.277494	0	0
ENSSTOG00000031419	0	0	0	0	0
ENSSTOG00000031421	17.06469	9.1518	12.90252	14.24708	14.71242
ENSSTOG00000031426	0	0	0	0	0
ENSSTOG00000031427	0.651802	0.399449	1.51429	0.454092	0.565059
ENSSTOG00000031428	0.379171	0.725151	0.856885	0.883984	0.329798
ENSSTOG00000031431	0	0	0	0.428338	0.532334
ENSSTOG00000031433	0.137779	0	0	0.0962461	0.119715
ENSSTOG00000031435	0	0.112824	0	0	0.119715
ENSSTOG00000031437	0	0	0	0	0
ENSSTOG00000031439	11.5859	11.7287	9.56645	10.3928	10.1427
ENSSTOG00000031443	0.37946	0.0948519	0.479615	0.119453	0.330738
ENSSTOG00000031445	5.81969	4.98027	5.18815	5.78033	4.64697
ENSSTOG00000031446	0.325119	0.334318	0.345742	0.285622	0.4969
ENSSTOG00000031451	0.540378	1.09488	0.226275	0.930946	0.232044
ENSSTOG00000031454	25.7542	14.8899	12.1852	16.5387	21.0931
ENSSTOG00000031455	1.08953	0	0	0.737409	0
ENSSTOG00000031457	0	0	0	0	0
ENSSTOG00000031458	2.64835	2.04066	1.98005	1.9229	1.83215
ENSSTOG00000031460	13.00012	7.92929	7.71789	10.33544	7.0694306
ENSSTOG00000031462	11.0339	10.6074	7.71649	10.1228	9.24144
ENSSTOG00000031463	4.74755	4.3195	4.59303	3.86611	3.64405
ENSSTOG00000031466	0	0	0	0	0
ENSSTOG00000031469	0.664795	1.08162	1.11789	1.68797	0.764461
ENSSTOG00000031472	0	0.103714	0.107236	0.186197	0
ENSSTOG00000031474	0	0	0	0	0
ENSSTOG00000031475	2.92996	3.27643	0.483178	1.98198	2.96077
ENSSTOG00000031476	20.6668	17.6185	14.5373	18.1051	17.016
ENSSTOG00000031478	0	0	0	0	0
ENSSTOG00000031480	0.843916	0.338462	0	0.861531	0.358152
ENSSTOG00000031483	20.23494	19.633523	20.42526	23.67157	19.1861
ENSSTOG00000031498	0.137779	0	0	0	0
ENSSTOG00000031499	5.55109	6.54901	6.32471	6.37339	5.82312
ENSSTOG00000031505	19.5898	20.5639	16.1801	16.5985	16.7131
ENSSTOG00000031507	0	0	0	0	0
ENSSTOG00000031510	0	0	0	0	0
ENSSTOG00000031513	0	0	0	0	0.143198
ENSSTOG00000031514	49.6396	49.1663	51.5835	53.0703	47.7026
ENSSTOG00000031517	0.429904	0.282815	0.43871	0.422785	0.150119
ENSSTOG00000031518	6.96829	7.12809	7.49267	7.60282	8.35531
ENSSTOG00000031520	0.872749	0.6982	0	0	0.735052
ENSSTOG00000031522	31.1416	20.1328	25.9172	31.092	22.4303
ENSSTOG00000031527	5.10155	5.99417	4.35344	5.57186	5.30755
ENSSTOG00000031532	324.605	365.199	425.627	342.999	321.937
ENSSTOG00000031535	0	0	0	0.161279	0
ENSSTOG00000031536	49.7467	60.7434	44.6474	52.6553	55.864
ENSSTOG00000031537	0.377604	0.307932	0.96435	0.393554	0.489887
ENSSTOG00000031539	0	0	0	0	0
ENSSTOG00000031540	0	0	0	0	0
ENSSTOG00000031546	0	0	0	0	0
ENSSTOG00000031548	3.991	1.60188	2.31735	1.35981	4.08198
ENSSTOG00000031549	0	0	0	0.0631917	0
ENSSTOG00000031556	40.2462	47.2755	59.7392	37.4621	36.4806
ENSSTOG00000031557	0	0.737543	0	0	0
ENSSTOG00000031565	9.92513	10.3345	10.8498	9.31975	9.07854
ENSSTOG00000031571	45.4521	44.8678	49.123	44.1754	43.4081
ENSSTOG00000031572	11.8899	12.669	14.1837	13.3121	12.7917
ENSSTOG00000031577	272.342	297.496	278.44	240.569	230.744
ENSSTOG00000031578	3.75421	4.99938	3.59379	0	8.2931
ENSSTOG00000031581	1.27645	0.983557	0.857621	0.784472	0.797879
ENSSTOG00000031588	0	0	0	0	0
ENSSTOG00000031591	10.3514	6.08249	7.44702	8.95465	10.0431
ENSSTOG00000031595	0	0	0	0	0
ENSSTOG00000031597	0	0	0	0	0
ENSSTOG00000031598	0	0	0	0	0
ENSSTOG00000031599	13.59656	12.73649	16.71268	14.23759	11.18235
ENSSTOG00000031600	5.61109	7.66333	6.17072	7.61337	8.66027
ENSSTOG00000031609	27.1812	24.1865	31.7423	20.0315	28.1166
ENSSTOG00000031610	0	0	0	0	0
ENSSTOG00000031612	4.18047	3.48988	3.56561	3.63892	3.5705
ENSSTOG00000031614	1.30959	1.07002	0.829715	0.684209	0.709516
ENSSTOG00000031621	0	0	0	0	0
ENSSTOG00000031624	0	0	0	0	0
ENSSTOG00000031629	5.38325	4.54607	6.41219	4.24146	4.20635
ENSSTOG00000031633	0.632705	6.10139	5.60675	0	6.11172
ENSSTOG00000031638	0	2.36424	0.568785	0.914454	0
ENSSTOG00000031644	2.98919	7.31413	3.9378	5.84271	5.49488
ENSSTOG00000031645	0	0	0.444478	0	0
ENSSTOG00000031647	0	0	0	0	0
ENSSTOG00000031649	0	0	0	0	0
ENSSTOG00000031658	19.9104	17.8926	15.7682	17.6258	21.6713
ENSSTOG00000031660	0	0	0	0	0
ENSSTOG00000031661	0	0	0	0	0
ENSSTOG00000031664	19.2169	16.9019	18.3594	21.6613	21.2356
ENSSTOG00000031669	19.1557	5.95882	8.9597	6.90374	11.1894
ENSSTOG00000031671	34779.8	32042.8	30551.6	35342.1	33303.2
ENSSTOG00000031674	346.208	258.184	297.147	308.384	301.552
ENSSTOG00000031692	0	0	0	0	0
ENSSTOG00000031699	0	0	0	0	0
ENSSTOG00000031706	24.7231	25.7799	23.9914	23.55862	27.14906
ENSSTOG00000031707	2.67701	1.11424	1.784	2.52619	1.42555
ENSSTOG00000031708	3.14675	5.90943	12.5464	5.91285	9.26654
ENSSTOG00000031710	0	0	0	0	0
ENSSTOG00000031714	23.2076	36.396	43.6692	33.4032	27.356
ENSSTOG00000031715	330.277	334.533	328.277	324.753	308.325
ENSSTOG00000031718	0	0	0	0	0
ENSSTOG00000031721	26.3236	27.5876	27.9409	26.6116	24.1228
ENSSTOG00000031724	8.20786	7.76587	7.74412	7.56002	8.33183
ENSSTOG00000031728	0	0	0	0	0
ENSSTOG00000031734	36.5755	29.2824	33.5906	33.1213	28.5536
ENSSTOG00000031736	13.0328	9.02498	8.71936	9.90877	10.9641
ENSSTOG00000031737	0	0	0	0	0
ENSSTOG00000031738	3.89841	4.29267	2.53623	3.34732	3.1233
ENSSTOG00000031739	0	0	0	0	0
ENSSTOG00000031741	0	0	0	0	0
ENSSTOG00000031742	146.977	141.056	139.96	141.765	147.018
ENSSTOG00000031743	1.75211	1.37247	1.91613	1.46562	1.96703
ENSSTOG00000031744	0	0	0	0	0
ENSSTOG00000031749	7.34761	6.10291	7.30887	8.0813	7.26038
ENSSTOG00000031756	5.89325	6.31381	6.55312	6.51233	5.67056
ENSSTOG00000031759	0.128824	0.105567	0	0.360309	0
ENSSTOG00000031760	0	0	0	0	0
ENSSTOG00000031761	93.3585	84.9039	93.4601	80.5265	81.8322
ENSSTOG00000031763	0.488572	0.393229	0.810205	0	0.827067
ENSSTOG00000031767	1.65486	1.69863	2.01996	2.39309	1.71282
ENSSTOG00000031770	1996.71	1949.25	2242.3	1907.98	1830.52
ENSSTOG00000031777	0	0	0	0	0
ENSSTOG00000031778	0	0	0	0	0
ENSSTOG00000031779	9.02738	9.09286	8.71001	8.51566	9.01455
ENSSTOG00000031791	0	0	0	0	0
ENSSTOG00000031798	16.2813	18.1171	16.9699	18.1431	18.0712
ENSSTOG00000031799	3.98403	3.81877	5.26407	3.49613	3.30093
ENSSTOG00000031804	0	0	0	0	0
ENSSTOG00000031809	0.10526	0.0864219	0	0.073787	0.183458
ENSSTOG00000031816	0	0	0	0	0
ENSSTOG00000031821	0	0	0	1.95931	0
ENSSTOG00000031823	4.79171	4.18639	5.97407	4.21809	3.91038
ENSSTOG00000031824	0.274344	0	0	0.188971	0
ENSSTOG00000031831	0	0.234565	0.0814583	0	0.168356
ENSSTOG00000031834	0.712099	3.97575	1.17135	1.44453	2.39261
ENSSTOG00000031838	0.14746	0.120656	0	0.205804	0
ENSSTOG00000031842	0.146251	0.239358	0	0	0
ENSSTOG00000031846	0	0	0	0	0
ENSSTOG00000031847	0.249437	0.607467	0.717909	0.344488	0.631579
ENSSTOG00000031850	0	0	0	0	0
ENSSTOG00000031857	1.372235	1.187275	0.839265	0.599131	0.9882989
ENSSTOG00000031858	0	0	0	0	0
ENSSTOG00000031859	5.79683	6.55484	5.22079	5.56603	4.14515
ENSSTOG00000031862	49.0736	51.4383	51.3354	52.7455	51.1306
ENSSTOG00000031866	73.4753	83.6724	83.5919	92.5173	87.1004
ENSSTOG00000031872	0	0	0	0	0
ENSSTOG00000031875	16.1032	15.6548	14.911	15.378	15.4822
ENSSTOG00000031877	17.390452	12.88734	11.67504	8.17654	7.65802
ENSSTOG00000031881	0	0	0	0	0
ENSSTOG00000031885	7.2691	6.7435	5.70088	6.20056	5.46672
ENSSTOG00000031889	1.28763	1.96302	1.64398	2.39666	1.2628
ENSSTOG00000031891	0.515332	0.411817	1.27718	0.349242	0
ENSSTOG00000031894	15.5276	4.76223	5.91984	19.5656	9.07279
ENSSTOG00000031895	1.42295	2.60117	1.30054	2.45105	1.81167
ENSSTOG00000031900	1.91649	3.1517	0	1.34029	0.831172
ENSSTOG00000031908	6.52603	4.32029	3.99655	5.91603	7.23811
ENSSTOG00000031910	0	0	0	0	0
ENSSTOG00000031911	15.912	21.1135	16.3069	14.5508	13.896
ENSSTOG00000031912	13.7101	14.3041	19.3977	14.6784	16.3994
ENSSTOG00000031915	7.43042	4.74668	2.44286	3.03102	0
ENSSTOG00000031916	131.111	134.661	172.249	146.542	155.756
ENSSTOG00000031920	0	0	0	0.859602	0
ENSSTOG00000031926	0	0	0	0	0
ENSSTOG00000031927	0.254062	0.167964	0.217186	0.143713	0.200716
ENSSTOG00000031928	0.14746	0	0	0	0
ENSSTOG00000031929	23.4963	27.9106	24.7054	22.9384	18.7987
ENSSTOG00000031930	6.65295	7.4214	6.85646	6.14185	6.96742
ENSSTOG00000031936	0	0	0	0	0
ENSSTOG00000031937	0	0	0	0	0
ENSSTOG00000031943	0	0	0.1012	0	0.10387
ENSSTOG00000031944	24.0018	27.9037	34.5856	29.2868	23.4655
ENSSTOG00000031946	0	0	0	0	0
ENSSTOG00000031947	12.4786	14.583	14.3155	15.219	11.5573
ENSSTOG00000031957	17.7355	21.5136	17.447	17.4183	18.2156
ENSSTOG00000031963	0.571063	0.731825	0.594703	0.804248	0.555053
ENSSTOG00000031965	1.40411	0.682165	0.469849	0.579969	0.963798
ENSSTOG00000031966	0.119401	0	0	0.167119	0
ENSSTOG00000031968	0	0	0	0	0
ENSSTOG00000031970	1.089	0.661766	0	0.750279	0.701316
ENSSTOG00000031972	3.35426	2.59288	2.39202	1.97778	2.86539
ENSSTOG00000031973	0	0.550838	0	0	0.584013
ENSSTOG00000031974	14.6106	16.5849	26.0473	15.3493	19.1139
ENSSTOG00000031975	152.448	141.357	148.144	138.267	142.263
ENSSTOG00000031976	0	0.227356	0	0.193303	0
ENSSTOG00000031983	3.91408	3.69388	2.65987	4.19722	3.57496
ENSSTOG00000031987	0	0	0	0	0.878762
ENSSTOG00000031988	0	0	0	0	0
ENSSTOG00000031991	1037.99	924.76	987.356	972.992	922.787
ENSSTOG00000031992	5.63435	12.4936	6.521538	7.88134	9.0077
ENSSTOG00000031994	9.18646	9.11017	7.98443	13.2625	9.94651
ENSSTOG00000031995	0	0	0	0	0
ENSSTOG00000031997	0.637421	0.172973	0	0	0.366711
ENSSTOG00000032003	12.11821	12.5882	17.592582	15.07048075	10.9719
ENSSTOG00000032004	1.66464	2.95234	1.66469	2.05245	2.27493
ENSSTOG00000032005	0.254871	0.349339	0.505779	0.358112	0.593381
ENSSTOG00000032007	16.1048	14.079	14.6297	14.4212	15.5119
ENSSTOG00000032010	2.65573	0.813563	0.981319	0.577991	0.863125
ENSSTOG00000032011	0	0	0	0	0
ENSSTOG00000032013	0	0	0	0	0
ENSSTOG00000032014	0	0	0	0	0
ENSSTOG00000032015	6126.94	6505.42	6162.87	6313.28	5868.5
ENSSTOG00000032016	0	0	0	0	0
ENSSTOG00000032018	0	0	0	0	0.0560124
ENSSTOG00000032020	6.19718	4.25647	4.65827	5.74484	5.83499
ENSSTOG00000032028	2.55447	5.69954	5.05896	5.18897	3.89221
ENSSTOG00000032029	33.3804	30.7283	25.5459	31.8916	30.7787
ENSSTOG00000032032	0	0	0	0.234389	0
ENSSTOG00000032033	3.64482	3.13615	1.789	2.527222	2.98363
ENSSTOG00000032043	11.4363	11.2634	10.6182	11.598	11.9384
ENSSTOG00000032044	0	0	0	0	0
ENSSTOG00000032047	0	0	0	0	0
ENSSTOG00000032051	0	0	0	0	0
ENSSTOG00000032052	2.54572	2.10508	0	0	0
ENSSTOG00000032054	12.82529	14.41326	14.13798	14.67126	12.09171
ENSSTOG00000032058	0	0.429081	0	0	0
ENSSTOG00000032063	10.2998	10.2345	9.39461	9.7288	8.91656
ENSSTOG00000032069	22.47649	21.010478	20.626615	21.014459	18.272172
ENSSTOG00000032072	58.1308	54.6074	49.7924	64.369	61.0752
ENSSTOG00000032074	17.5696	20.3898	18.059	17.9764	16.5952
ENSSTOG00000032078	17.4324	21.7636	10.3371	14.7482	16.1116
ENSSTOG00000032079	0	0	0	0	0
ENSSTOG00000032084	3.32482	3.66664	3.36967	2.43126	3.31371
ENSSTOG00000032089	0	0	0	0	0
ENSSTOG00000032091	12.8734	14.4903	15.4925	14.6268	12.2079
ENSSTOG00000032092	1.07868	1.85348	1.67721	2.13517	1.58915
ENSSTOG00000032099	0	0	0	0	0
ENSSTOG00000032100	0	0	0	0	0
ENSSTOG00000032103	17.501	22.787439	20.53194	21.16929	20.016875
ENSSTOG00000032107	26.4619	26.0712	28.2909	27.9682	27.912
ENSSTOG00000032109	10.02135	10.38817	10.31219	6.6327	7.87029
ENSSTOG00000032111	6.03995	2.44593	3.7732	1.03953	2.56887
ENSSTOG00000032112	0	0.223932	0.231414	0	0
ENSSTOG00000032119	0	0	0	0	0
ENSSTOG00000032120	2.0427	4.08148	1.26556	2.42361	3.02334
ENSSTOG00000032121	0	0	0.107613	0	0.110448
ENSSTOG00000032123	0	0	0.776379	0.212772	1.32613
ENSSTOG00000032125	4.56228	4.26181	3.36378	4.64876	3.51292
ENSSTOG00000032129	21.5262	21.3222	24.8004	20.9506	20.256
ENSSTOG00000032130	62.0768	64.833	64.8312	60.7245	58.8933
ENSSTOG00000032131	0	0	0.270454	0.223042	0
ENSSTOG00000032140	0	0	0.244313	0	0
ENSSTOG00000032141	0.284343	0	0	0	0
ENSSTOG00000032150	52.7559	58.8451	60.7569	62.376	61.2845
ENSSTOG00000032154	0	0	0	0	0
ENSSTOG00000032155	5.2716	8.19252	6.7534	8.97269	8.22325
ENSSTOG00000032161	0.0875328	0.17372	0.179709	0.148669	0.138407
ENSSTOG00000032165	0	0	0	0	0
ENSSTOG00000032166	4.63922	5.39416	4.60514	5.18381	5.21916
ENSSTOG00000032168	0.241379	0	0	0.084463	0
ENSSTOG00000032172	0	0	0	0	0
ENSSTOG00000032175	5.93173	5.21707	7.67638	8.97317	9.77579
ENSSTOG00000032177	0.329883	1.06392	0.549907	0	0.563626
ENSSTOG00000032180	2124	2091.36	2258.5	1923.14	2045.23
ENSSTOG00000032183	16.902726326	16.699567	18.20418	15.9417	13.0077
ENSSTOG00000032187	44.3253	32.4248	33.4873	35.4994	37.8506
ENSSTOG00000032189	5.33096	2.15255	4.82356	0	3.09554
ENSSTOG00000032190	5.63123	5.41676	7.15586	6.66953	7.52215
ENSSTOG00000032191	20.9187	23.8493	21.3007	19.9635	21.6232
ENSSTOG00000032195	74.4692	64.6321	77.8976	67.0883	66.4048
ENSSTOG00000032200	0	0	0	0	0
ENSSTOG00000032201	58.9341	50.4881	63.9605	97.769	46.0333
ENSSTOG00000032202	0	0	0	0	0
ENSSTOG00000032206	0	1.05945	0.278245	0.421887	0
ENSSTOG00000032208	333.932	421.321	458.997	438.725	289.76
ENSSTOG00000032213	0.427343	0.0877046	0.181382	0.0748791	0.279267
ENSSTOG00000032215	0	0	0	0	0
ENSSTOG00000032220	20.6133	20.179	5.96019	23.7485	18.2987
ENSSTOG00000032225	0	0	0	0	0
ENSSTOG00000032227	20.4853	8.45126	20.4093	4.77259	14.9243
ENSSTOG00000032230	3.36286	2.95981	3.74158	3.4541	3.09312
ENSSTOG00000032231	0	0	0	0	0
ENSSTOG00000032236	0	0	0.0608935	0	0
ENSSTOG00000032240	33.9225	29.5122	31.5711	31.9978	33.1037
ENSSTOG00000032241	0	0	0	0.0406917	0.101191
ENSSTOG00000032243	0	0	0	0	0
ENSSTOG00000032245	32.6755	28.3766	33.243	31.541	28.2722
ENSSTOG00000032247	0	0	0	0	0
ENSSTOG00000032249	2.24009	2.18712	2.90924	1.0289	1.48749
ENSSTOG00000032252	18.9183	17.9331	18.9428	20.3775	16.1769
ENSSTOG00000032257	8.30296	10.5434	9.56864	8.88958	8.66138
ENSSTOG00000032258	0.873796	0.350329	2.53404	2.97182	0.741014
ENSSTOG00000032260	30.1621	29.6497	34.8536	31.972	35.3341
ENSSTOG00000032262	0.103421	0.127924	0	0.109377	0.135849
ENSSTOG00000032264	2.44286	4.68771	2.82671	2.98392	2.4812
ENSSTOG00000032266	0	0	0	0	0
ENSSTOG00000032271	17.96549	20.01289	20.62489	12.14166	20.91252
ENSSTOG00000032276	0	0.074135	0	0	0
ENSSTOG00000032278	0.85575	0	0.706258	0	1.44246
ENSSTOG00000032282	0	0	0	0	0
ENSSTOG00000032283	13.2967	17.303	16.1152	23.6664	25.2731
ENSSTOG00000032287	0	0	0	0	0
ENSSTOG00000032291	10.7603	9.64873	9.65824	9.93304	8.89974
ENSSTOG00000032299	32.0303	30.1771	38.7456	32.7212	31.2366
ENSSTOG00000032300	9.73227	14.6307	18.5938	9.55398	7.84118
ENSSTOG00000032302	21.0305	19.625	20.7208	20.7335	19.2832
ENSSTOG00000032305	0	0	0	0.271963	0.339019
ENSSTOG00000032308	6.26776	6.14567	6.87637	5.53172	4.97369
ENSSTOG00000032315	58.7244	49.7042	44.1131	56.8564	40.8122
ENSSTOG00000032316	115.515	109.549	115.004	112.219	109.552
ENSSTOG00000032320	0.0734803	0	0.0418798	0	0
ENSSTOG00000032324	0	0	0	0	0
ENSSTOG00000032327	53.2948	40.2638	39.2761	43.7287	42.802
ENSSTOG00000032330	282.65611	231.53873	229.05167	216.1023	201.10228
ENSSTOG00000032331	207.84	172.8	196.933	208.536	198.562
ENSSTOG00000032334	3.17629	3.7102	5.28218	4.51569	4.07906
ENSSTOG00000032335	0	0	0	0	0
ENSSTOG00000032336	0	0	0	0	0
ENSSTOG00000032338	205.797	217.53	226.071	231.125	213.54
ENSSTOG00000032342	0	0	0	0	0
ENSSTOG00000032343	0.742583	0.431555	0.76914	0.627552	0.572007
ENSSTOG00000032348	0	0	0.782199	0	0
ENSSTOG00000032349	30.0874	32.7306	33.2331	29.7738	27.9194
ENSSTOG00000032352	54.3383	59.37	43.1336	51.8247	50.2687
ENSSTOG00000032353	6.48389	5.48054	6.24092	5.73968	5.71916
ENSSTOG00000032354	93.1488	89.0854	78.4909	78.4815	80.9527
ENSSTOG00000032360	2.31007	3.22824	0	0.781031	0.486265
ENSSTOG00000032362	0	0	0	0	0
ENSSTOG00000032363	0	0	0	0	0
ENSSTOG00000032367	248.984	230.656	252.206	241.359	244.701
ENSSTOG00000032373	0	0	0	0	0
ENSSTOG00000032378	1.28771	1.54034	0	0.435228	0
ENSSTOG00000032383	18.8932	20.5426	18.7418	20.0401	19.4891
ENSSTOG00000032385	0.894651	0	0	0	0.156679
ENSSTOG00000032386	8.03346	8.07602	8.50564	8.04995	7.11102
ENSSTOG00000032389	0.792975	1.29234	0.667908	1.444501	1.0279
ENSSTOG00000032390	0	0	0	0	0
ENSSTOG00000032395	0	0	0	0	0
ENSSTOG00000032396	0.264999	0.982459	0.83879	0.144159	0.528564
ENSSTOG00000032402	0	0	0	0	0
ENSSTOG00000032405	4.82994	4.52184	5.07709	4.8391	5.71107
ENSSTOG00000032408	0	0	0	0	0
ENSSTOG00000032411	15.7181	17.9801	17.5117	18.253	15.5808
ENSSTOG00000032413	19.0726	19.4257	16.9195	17.9292	19.095
ENSSTOG00000032414	1.3067	2.06395	1.1952	1.76242	1.13921
ENSSTOG00000032417	0	0	0	0	0
ENSSTOG00000032419	107.391	91.4077	112.193	104.487	96.6451
ENSSTOG00000032422	8.06554	6.22968	5.8798	8.74473	8.03342
ENSSTOG00000032426	7.45423	11.7599	8.5499	8.82794	7.79324
ENSSTOG00000032434	0	0	0	0	0
ENSSTOG00000032439	30.2835	24.9481	29.4051	27.784	24.0007
ENSSTOG00000032441	33.8918	32.441	32.1433	34.2608	33.9846
ENSSTOG00000032447	212.561	248.168	265.894	246.055	218.746
ENSSTOG00000032448	74.1036	69.615	78.4081	75.6726	74.7419
ENSSTOG00000032449	25.3889	31.6804	33.7026	28.7566	32.1991
ENSSTOG00000032450	80.0164	103.335	111.961	108.052	82.7941
ENSSTOG00000032451	0	0.259061	0.267728	0.220113	0
ENSSTOG00000032455	0	0	0	0	0
ENSSTOG00000032457	8.18673	3.42059	1.76535	2.61631	2.89171
ENSSTOG00000032460	3.05603	2.7227	3.17668	2.38554	2.81634
ENSSTOG00000032462	14.5511	15.2352	15.3357	11.908	14.0059
ENSSTOG00000032464	0	0	0	0	0
ENSSTOG00000032465	7.13202	4.80451	3.72423	3.26696	2.54526
ENSSTOG00000032468	0	0	0	0	0
ENSSTOG00000032470	14.3005	15.5843	16.4759	15.538	16.9146
ENSSTOG00000032475	0	0	0	0.0955193	0
ENSSTOG00000032476	16.2332	15.052	17.9773	14.6638	14.9989
ENSSTOG00000032478	0	0	0	0	0
ENSSTOG00000032481	0	0	0	0	0
ENSSTOG00000032484	0	0	0.258793	0	0
ENSSTOG00000032486	0	0	0	0	0
ENSSTOG00000032487	48.0713	51.783	57.8448	48.9723	56.6163
ENSSTOG00000032494	0	0	0	0	0
ENSSTOG00000032495	151.658	169.712	196.018	138.255	154.04
ENSSTOG00000032499	0	0	0	0	0
ENSSTOG00000032504	15.9684	15.572	17.3557	14.8458	14.1091
ENSSTOG00000032505	59.049	70.2184	59.115	56.2771	56.3626
ENSSTOG00000032507	2.07876	3.15825	2.51191	1.55406	2.06225
ENSSTOG00000032509	2.92996	1.87224	2.41589	3.17117	2.46731
ENSSTOG00000032510	0	0	0	0	0
ENSSTOG00000032512	0.67659	2.15788	0	0.457624	1.13684
ENSSTOG00000032513	1.00353	0	0	0.340228	0
ENSSTOG00000032519	55.4982	142.68	142.906	90.3446	45.2752
ENSSTOG00000032524	14.5763	9.46494	23.4589	12.2843	19.3497
ENSSTOG00000032525	0	0.678295	0	0	0
ENSSTOG00000032532	49.4661	34.3344	52.0428	30.3036	35.6484
ENSSTOG00000032538	0.329625	0.203352	0.1402	0.115818	0.143924
ENSSTOG00000032541	0.12654	0	0	0	0
ENSSTOG00000032547	15.0837	16.0198	14.9485	16.0958	15.4797
ENSSTOG00000032555	1.28654	2.97708	7.67795	3.06111	2.67766
ENSSTOG00000032557	0	0	0	0	0
ENSSTOG00000032558	2.89327	3.13296	3.63217	2.51211	5.74321
ENSSTOG00000032560	0	0	0	0	0
ENSSTOG00000032561	0	0	0	0	0
ENSSTOG00000032562	22.974	17.8531	26.1089	20.2037	18.6327
ENSSTOG00000032563	0	0	0	0	0
ENSSTOG00000032564	0	0	0	0	0
ENSSTOG00000032566	0	0	0	0	0
ENSSTOG00000032568	18.1342	18.0586	20.3211	19.2646	17.231
ENSSTOG00000032569	1.61117	0	0.44315	1.09099	0.453768
ENSSTOG00000032570	0.650759	1.42442	0.552339	1.52008	1.13388
ENSSTOG00000032577	1.75011	2.83019	1.82069	1.50779	3.00771
ENSSTOG00000032590	6.34327	0	5.36802	8.90452	8.2709
ENSSTOG00000032593	0	0	0	0	0
