sample_SRR6293978	sample_SRR6293979	sample_SRR6293980	sample_SRR6293981	sample_SRR6293982
ENSSTOG00000001898	9.0078	9.35564	8.62551	10.6869	10.8317
ENSSTOG00000001899	17.71504	14.34194	13.65205	14.80323	13.46865
ENSSTOG00000001900	20.76575	23.5599	25.41481	20.61396	21.5941
ENSSTOG00000001902	19.9214	21.8713	24.6043	23.9169	20.4922
ENSSTOG00000001903	73.1563	56.8474	52.4742	55.4312	53.4817
ENSSTOG00000001904	14.8857246539	14.66927661	12.62904004	13.835124	13.89114
ENSSTOG00000001906	67.1946	56.4422	61.9465	63.2629	62.2737
ENSSTOG00000001907	8.22442	5.41057	6.4657	7.41881	7.42644
ENSSTOG00000001908	31.26921	31.96864	38.1071	36.4456	33.6516
ENSSTOG00000001912	28.1097	29.4117	35.4374	30.8893	27.4421
ENSSTOG00000001913	103.756	100.776	101.395	100.508	99.129
ENSSTOG00000001914	47.2835	47.3368	52.0065	38.067	41.027
ENSSTOG00000001915	37.9197	35.8822	41.2311	41.7501	41.3114
ENSSTOG00000001919	0.0880983	0.072693	0	0.0310832	0.077202
ENSSTOG00000001921	21.5956	22.3354	24.6552	20.138	18.4895
ENSSTOG00000001924	10.3638	10.3981	8.59263	7.78923	8.67532
ENSSTOG00000001925	6.0369084	7.55692	9.13524	7.91545	7.82655
ENSSTOG00000001926	0.633928	0.505489	0	0	0
ENSSTOG00000001927	0.22023	0.358353	0	0	0.189959
ENSSTOG00000001928	18.06214	16.40855	17.63323	17.42356	16.91789
ENSSTOG00000001930	27.3465	28.9665	26.3413	28.7193	28.5486
ENSSTOG00000001933	5.82558	4.870064	6.993026	3.435027	6.45544
ENSSTOG00000001934	0.626683000808497	0.59528	0.642536	0.509252	0.714752
ENSSTOG00000001935	123.629422	106.93338	101.26678	116.55574	125.03309
ENSSTOG00000001936	18.305433	19.423283	21.86666	21.930717	20.52377
ENSSTOG00000001938	183.736	181.442	181.242	171.858	175.123
ENSSTOG00000001939	8.11084	8.292219	7.682637	7.63441	7.65623
ENSSTOG00000001940	33.8571	33.0062	34.4904	32.2703	30.371
ENSSTOG00000001942	4.12072	4.55461	5.20636	4.20894	4.34539
ENSSTOG00000001944	0	0	0	0	0
ENSSTOG00000001947	12.5167	9.44999	10.81028	10.826522	9.6159
ENSSTOG00000001951	5.53867	6.37529	5.7307714	5.040653	5.81999
ENSSTOG00000001952	6.47568	7.78905	6.43088	8.18491	6.56593
ENSSTOG00000001953	8.2105	8.64323	10.0381	8.77249	7.81072
ENSSTOG00000001956	0	0.156411	0	0	0
ENSSTOG00000001957	78.5703	84.3374	96.1339	71.8984	67.727
ENSSTOG00000001960	0	0	0.0720837	0	0.221993
ENSSTOG00000001961	16.6647	15.1189	17.779	16.408	16.0587
ENSSTOG00000001962	3.25808	3.24504	2.56528	2.41493	2.522
ENSSTOG00000001963	0.282095	0	0.358146	0.393978	0.122519
ENSSTOG00000001965	43.4426	42.7354	39.6034	39.9451	43.8221
ENSSTOG00000001967	43.656119	45.7769	42.888186	40.49403	39.533865
ENSSTOG00000001968	0	0.0567951	0	0	0.0603036
ENSSTOG00000001969	10.3569	10.8127	10.1264	9.80967	10.4578
ENSSTOG00000001970	8.19266	7.73679	7.66215	7.63503	6.81726
ENSSTOG00000001971	25.6573	24.0643	24.2735	20.4143	22.0912
ENSSTOG00000001972	334.379	313.936	334.065	325.01	324.659
ENSSTOG00000001973	11.9786	14.46304	11.34659	11.09892	10.72622
ENSSTOG00000001974	25.0257049	24.376536	26.31563	26.100285	27.8839
ENSSTOG00000001977	2.20027	1.32697	1.69101	1.29025	1.86865
ENSSTOG00000001978	1.43934	1.42043	1.19941	1.4134	1.35472
ENSSTOG00000001980	64.7463	68.8246	67.489	69.0945	68.8617
ENSSTOG00000001981	31.0836	29.2639	28.6111	25.7203	26.1757
ENSSTOG00000001982	60.2201	53.1279	58.9685	58.9578	54.1571
ENSSTOG00000001983	18.3673	19.0143	18.0654	18.5161	17.8838
ENSSTOG00000001984	21.8133	11.6375	17.2996	25.7064	25.8612
ENSSTOG00000001986	8.04441	8.673364	9.687074	9.47136	8.277511
ENSSTOG00000001988	4.95224	3.69507	2.09495	3.55814	3.66755
ENSSTOG00000001991	10.5322	11.0371	10.4409	9.3959	9.83152
ENSSTOG00000001992	1.89679	1.22599	1.09315	0.975957	0.89789
ENSSTOG00000001993	0	0.0393302	0.0829619	0	0
ENSSTOG00000001995	13.7094	12.7216	12.241	12.6199	13.3682
ENSSTOG00000001997	14.418	12.5475	12.1796	11.5604	12.3951
ENSSTOG00000002000	0.246097	0	0.105001	0	0.108038
ENSSTOG00000002001	6.2645	6.78621	5.98558	5.86847	5.54565
ENSSTOG00000002002	3.00707	4.73652	2.86996	2.50392	5.023
ENSSTOG00000002005	7.29725	6.737276	6.55743	6.68858	6.86024
ENSSTOG00000002006	15.2709	1.46026	2.05876	12.903	1.26758
ENSSTOG00000002007	55.6798	49.3552	54.6766	50.2319	56.5061
ENSSTOG00000002008	2.52153	3.57229	2.97755	3.55941	2.54158
ENSSTOG00000002010	0.716569	0.821121	0.485107	0.300159	0.497846
ENSSTOG00000002011	36.3929	33.9478	29.3621	29.9847	36.1385
ENSSTOG00000002012	19.399	16.5797	17.2186	17.811	15.9046
ENSSTOG00000002014	53.397766	50.8297	58.16938	55.3305	49.1419
ENSSTOG00000002015	8.11876	9.32946	9.58799	8.16258	9.1953
ENSSTOG00000002016	18.99797	22.45982	20.36565	18.73641	20.02931
ENSSTOG00000002017	18.5662	14.9424	15.1082	15.544	16.0736
ENSSTOG00000002018	17.37512	19.52815	22.349	19.40565	20.9079
ENSSTOG00000002019	34.2736300152	28.227766	26.8248	25.5383303048	30.6618
ENSSTOG00000002020	40.5154	39.2536	37.4783	32.4378	35.9931
ENSSTOG00000002021	0.420864	0.540078	0.159606	0.362872	0.573563
ENSSTOG00000002022	0	0	0	0	0
ENSSTOG00000002023	48.229716619	47.057064942	45.50796	46.4835140056	46.302107
ENSSTOG00000002025	30.2809	33.1954	35.9781	34.7788	34.7045
ENSSTOG00000002026	65.0093	57.298	61.6816	63.1509	61.9687
ENSSTOG00000002027	69.182	55.5363	54.2938	60.1771	61.7806
ENSSTOG00000002028	10.8198	7.51137	5.93267	5.43025	6.08894
ENSSTOG00000002029	11.49192	10.01914	8.829773	8.65935	9.63238
ENSSTOG00000002031	135.4247	125.7995	128.9652	138.1414	128.1964
ENSSTOG00000002034	9.43411	9.04669	8.69554	8.05159	7.670916
ENSSTOG00000002035	15.86137	18.77753	15.54188	17.58416	17.20837
ENSSTOG00000002037	55.1257	57.6032	58.8299	56.218	57.3832
ENSSTOG00000002048	18.99707	19.65196	21.90639	20.05167	19.96539
ENSSTOG00000002050	3.222157	3.696387	4.712862	3.71015	4.25827
ENSSTOG00000002053	14.6105	14.1259	14.5154	14.7131	15.691
ENSSTOG00000002055	12.5584	11.7115	11.435	12.0844	12.4015
ENSSTOG00000002058	26.26677	24.33689	24.69811	24.82647	25.75497
ENSSTOG00000002059	138.937	120.308	159.386	143.952	124.463
ENSSTOG00000002061	58.2702	58.9061	45.5482	53.9193	56.4265
ENSSTOG00000002062	13.2871	13.6443	12.2496	12.8804	12.7401
ENSSTOG00000002064	11.445	9.97414	12.8623	12.3633	11.7663
ENSSTOG00000002066	7.66871	8.3311	7.41964	7.60305	8.52243
ENSSTOG00000002067	49.5137	52.7969	57.0469	56.7988	57.8535
ENSSTOG00000002068	14.3722	15.307	15.071	13.4884	13.9145
ENSSTOG00000002069	0.29007	0.295104	0.286192	0.189389	0.254698
ENSSTOG00000002071	19.0621	18.7499	16.9781	21.7691	19.5551
ENSSTOG00000002072	5.74924	4.1815	5.09546	4.42057	4.18582
ENSSTOG00000002073	0	0	0.0685795	0	0
ENSSTOG00000002075	1.78625	1.03532	0.958061	1.16431	1.27288
ENSSTOG00000002077	144.893	144.417	154.519	149.145	140.638
ENSSTOG00000002078	11.571289	11.81273	11.169588	10.221171	9.96723
ENSSTOG00000002080	4.62143	5.9172	6.38601	4.88193	4.37087
ENSSTOG00000002081	49.6093	55.47523	51.59925	60.34587	61.77149
ENSSTOG00000002082	27.7667	25.8862	30.8546	28.2026	29.7711
ENSSTOG00000002083	5.90222	5.25542	8.14589	5.95805	4.408836
ENSSTOG00000002086	10.440339	9.548104	8.56842	10.481694	10.631562
ENSSTOG00000002087	4.58849	4.09315	4.17906	3.49468	3.63472
ENSSTOG00000002088	67.5335	55.318	76.3672	57.2778	66.7222
ENSSTOG00000002090	0.971962	0.682151	0.705274	0.678889	0.723811
ENSSTOG00000002091	0.0678778	0.0755879	0.289067	0.334421	0.712241
ENSSTOG00000002094	24.6888	26.4862	27.7252	25.3403	23.3036
ENSSTOG00000002095	4.88453	4.90295	5.21129	4.13045	3.32551
ENSSTOG00000002096	11.7093	10.8724	13.0549	12.6191	9.98119
ENSSTOG00000002098	24.1962	20.96789	21.42391	22.4933	21.55052
ENSSTOG00000002099	5.62092	5.11978	5.29543	4.88599	4.6987
ENSSTOG00000002101	13.541	16.7703	15.8649	15.8653	15.9663
ENSSTOG00000002103	11.2836	11.6598	15.3861	11.8571	13.8219
ENSSTOG00000002104	138.557	133.706	149.927	117.358	111.813
ENSSTOG00000002105	0.358026	0	0.151041	0	0
ENSSTOG00000002106	11.8938	14.0727	13.8265	10.4226	10.4592
ENSSTOG00000002107	40.1	46.5702	49.3167	42.2855	42.2815
ENSSTOG00000002108	7.08181	8.35088	9.01322	8.03035	8.60669
ENSSTOG00000002110	18.52339	20.20956	19.17087	19.90862	18.18886
ENSSTOG00000002113	22.4118	19.8071	18.459	20.0677	19.5067
ENSSTOG00000002115	0	0	0	0	0
ENSSTOG00000002118	115.6493	115.4029	114.6142	119.9002	114.6817
ENSSTOG00000002119	0	0	0	0	0
ENSSTOG00000002121	2.35691	1.94471	1.74583	1.78859739832	2.798142
ENSSTOG00000002123	0	0	0	0	0
ENSSTOG00000002124	52.3853	52.7237	47.5444	51.7702	48.2743
ENSSTOG00000002125	10.5324	10.6373	10.3044	9.64895	10.888
ENSSTOG00000002126	134.3849	127.4963	131.5051	129.592	132.8167
ENSSTOG00000002127	0.373005	0.119196	0.123233	0.34792	0.505869
ENSSTOG00000002129	9.6750706508	6.4733600404473	8.54725	8.9338899314	8.03949854836
ENSSTOG00000002130	14.2727000021268	13.77493	13.09967	18.50410102884	14.3267
ENSSTOG00000002131	8.25669	7.74777	7.04362	7.77551	6.92878
ENSSTOG00000002134	3.0167	3.526677	4.04188	2.42026	2.91494
ENSSTOG00000002136	0	0	0	0	0
ENSSTOG00000002137	0	0	0.318304	0	0
ENSSTOG00000002138	21.3408	18.1621	18.5754	18.4987	19.1454
ENSSTOG00000002139	105.9512	92.0004	102.90607	96.30567	91.78992
ENSSTOG00000002140	54.8112	55.8921	52.5622	54.3156	51.8553
ENSSTOG00000002141	18.8902	19.0028	17.6109	17.9774	18.6689
ENSSTOG00000002142	27.4555	22.8725	26.1113	22.8679	24.3687
ENSSTOG00000002143	0.179936	0.191178	0.153815	0.0726999	0.157945
ENSSTOG00000002144	0.926848	0.855359	1.641005	0.812876011	1.412125
ENSSTOG00000002147	24.28916102	23.39206	27.75058	26.79958	23.62836
ENSSTOG00000002150	8.67019	10.5712	9.20327	8.6179	10.2021
ENSSTOG00000002153	0.496428	0.153382	0.264396	0.174811	0.162868
ENSSTOG00000002154	266.1311	265.9346	274.5546	239.8719	226.3715
ENSSTOG00000002155	195.7367	202.8901	210.4709	195.8705	205.3806
ENSSTOG00000002156	14.4224	15.9087	14.0188	12.5605	12.297
ENSSTOG00000002162	12.6865	13.9063	15.7254	13.8575	13.1982
ENSSTOG00000002163	2.86312	2.81695	3.21356	2.65658	3.07949
ENSSTOG00000002166	151.14	156.761	165.873	157.47	154.476
ENSSTOG00000002167	22.5476	22.17108	21.95727	20.83891	23.58629
ENSSTOG00000002168	44.2125	44.1486	46.53	44.2697	44.6664
ENSSTOG00000002169	20.2406	20.6967	25.3032	22.8449	23.5881
ENSSTOG00000002171	44.0461	45.3532	40.4905	43.9606	45.6082
ENSSTOG00000002172	66.8213	74.1141	76.1276	75.9044	69.8455
ENSSTOG00000002173	17.45829	19.25074	18.37584	19.61169	18.6755
ENSSTOG00000002175	28.7498	29.71339	31.1804	29.8398	29.1239
ENSSTOG00000002177	41.9409	46.579057	45.5549620465227	41.38074102452	39.263582
ENSSTOG00000002178	0	0	0	0	0
ENSSTOG00000002183	0.795597	0.297711	0.492634	0.559697	0.695402
ENSSTOG00000002184	125.671	100.873	110.578	121.621	122.378
ENSSTOG00000002185	67.649	68.722	69.6028	64.2747	63.8599
ENSSTOG00000002187	4.20869	4.66259	2.79969	3.53275	2.71427
ENSSTOG00000002189	18.751455	17.61982	19.028364	17.325463	16.53065
ENSSTOG00000002191	4.32995	4.52863	4.67637	4.42089	4.81199
ENSSTOG00000002192	7.323697	7.70729	6.04122	6.78069	7.66436
ENSSTOG00000002194	20.6468	20.7904	23.4757	25.5904	22.7188
ENSSTOG00000002196	1.1973	2.24263	2.31735	2.1757	1.01706
ENSSTOG00000002199	6.39665	7.01895	6.51182	6.98338	6.05338
ENSSTOG00000002200	120.4	115.856	121.662	129.362	125.405
ENSSTOG00000002201	1.4759	1.28497	1.69797	0.731762	0.985195
ENSSTOG00000002203	32.552325	28.055274	27.51522	30.485258	28.611573
ENSSTOG00000002204	7.77168	7.62716	7.6382	7.6794	7.43766
ENSSTOG00000002208	0	0.0591054	0.244511	0.101018	0.25102
ENSSTOG00000002209	9.1336	8.17204	9.78186	9.65548	8.82422
ENSSTOG00000002210	19.09277	15.810738	16.627666	16.13201	17.08806
ENSSTOG00000002211	223.681	223.559	242.958	238.797	234.217
ENSSTOG00000002212	41.156452	37.591136	35.89252	37.611473	37.340625
ENSSTOG00000002214	42.15357	40.85932	42.40666	38.68645	41.9629
ENSSTOG00000002215	14.74856	14.28641	14.8475	14.05078	13.13108
ENSSTOG00000002217	7.921726	7.124194	7.279942	7.025039	6.953047
ENSSTOG00000002218	0	2.20733	3.64695	1.49572	2.79967
ENSSTOG00000002219	0	0.0552377	0	0	0
ENSSTOG00000002220	6.2093	6.011076	6.41521	6.398906	5.88903
ENSSTOG00000002221	127.224	142.325	142.417	125.226	133.398
ENSSTOG00000002222	13.901955	14.04587	12.093723	11.413016	11.5101
ENSSTOG00000002223	0	0	0	0	0
ENSSTOG00000002225	11.2599	11.8357	12.2015	13.1035	13.9429
ENSSTOG00000002226	0.0889831	0.219464	0	0.124973	0.0776591
ENSSTOG00000002227	9.56027	8.53073	8.60423	10.2311	8.15768
ENSSTOG00000002228	0.0318944	0.0790298	0.112471	0.116252	0.195864
ENSSTOG00000002229	0.433035	0.854582	0.22094	0.608335	0.45361
ENSSTOG00000002230	103.68997	128.6145	134.7952	138.808255	148.8605
ENSSTOG00000002231	61.547	65.6255	71.6495	68.6227	65.9855
ENSSTOG00000002232	59.1471	64.8988	65.9994	65.5355	66.1569
ENSSTOG00000002233	0	0.184377	0	0.313885	0.195479
ENSSTOG00000002234	21.47303	20.9716	16.74908	18.65836	20.13303
ENSSTOG00000002236	87.6485	87.6729	84.7198	88.2283	89.1782
ENSSTOG00000002239	9.735793	7.088256	7.430961	7.689823	8.477293
ENSSTOG00000002241	21.4878	20.6621	18.1231	18.2266	19.4638
ENSSTOG00000002242	6.76317	6.75466	5.90605	6.19835	7.16903
ENSSTOG00000002244	0.753989	0.303006	1.25225	0.514632	0.320678
ENSSTOG00000002245	282.253	256.596	249.297	258.032	281.133
ENSSTOG00000002246	142.57	120.47	142.145	128.018	124.604
ENSSTOG00000002248	0.977943	0.885929	0.512113	0.802475	0.857965
ENSSTOG00000002249	37.6304	38.828	37.2633	37.7308	37.5705
ENSSTOG00000002252	10.1403	9.45055	9.06238	7.77228	7.78528
ENSSTOG00000002253	6.62224	5.44604	3.37248	2.57377	3.64695
ENSSTOG00000002254	6.02575	5.56744	5.44508	5.7239	6.65561
ENSSTOG00000002257	1.02223	1.22551	1.12682	1.14155	1.07026
ENSSTOG00000002258	128.8885	118.2051	118.5404	117.3208	118.3442
ENSSTOG00000002259	1.975915	1.081555	3.060429	1.069611	1.494377
ENSSTOG00000002261	15.0933	18.1565	17.8196	14.2599	14.5893
ENSSTOG00000002265	28.0588	24.8295	22.9658	22.1534	21.5704
ENSSTOG00000002266	45.4008	55.6204	46.3094	52.8187	60.2762
ENSSTOG00000002268	0	0	0	0.496272	0
ENSSTOG00000002270	0.518467	0.660987	0.543109	0.5904173	0.471481
ENSSTOG00000002273	27.0269	32.8232	34.8525	29.9966	32.6798
ENSSTOG00000002274	0.347538	0.238701	0.197507	0.20406	0.304168
ENSSTOG00000002276	0.134392	0.0559693	0.459839	0.331087	0.235044
ENSSTOG00000002277	0	0	0	0	0
ENSSTOG00000002278	25.632200625191	28.06229	25.165000772562	24.2709722	25.41655
ENSSTOG00000002279	0.589587	0.593558	0.390654	0.553435	0.401066
ENSSTOG00000002281	0	0	0.159985	0.131868	0.16415
ENSSTOG00000002282	14.2164	14.7248	15.585	17.0326	13.4171
ENSSTOG00000002283	2.89961	3.03663	2.386	2.4976	3.03918
ENSSTOG00000002284	27.36712	27.39582	30.20668	25.91827	25.35994
ENSSTOG00000002285	0.522192	1.27905	1.02849	0.363401	0.753816
ENSSTOG00000002286	6.83582	6.83383	7.19205	7.75919	6.28886
ENSSTOG00000002287	10.920172	12.32139	12.45305	11.08034	11.319533
ENSSTOG00000002288	13.931717	14.7385	13.025653	12.215222	13.2413
ENSSTOG00000002289	33.8572	30.9009	32.7666	22.7023	34.8788
ENSSTOG00000002290	15.65798	14.345887	15.76816	17.030735	16.028369
ENSSTOG00000002292	2.62245	2.55205	1.9781	3.25556	1.35241
ENSSTOG00000002293	11.144	12.981	10.5928	10.8819	10.3865
ENSSTOG00000002295	0	0.302664	0	0.0859943	0.32081
ENSSTOG00000002297	0.892476	3.02486	2.164218	1.14002	1.56251
ENSSTOG00000002298	0	0.0469065	0.145544	0.160401	0.14943
ENSSTOG00000002302	11.2122	10.2078	10.5048	10.2524	9.80941
ENSSTOG00000002303	6.77789	6.79065	6.38129	5.84175	6.37596
ENSSTOG00000002304	11.1376	11.531	12.6477	14.127	12.6571
ENSSTOG00000002306	176.69359	153.79237	168.98493	163.2287	163.02006
ENSSTOG00000002307	63.0037	53.9985	60.8784	58.5973	56.6406
ENSSTOG00000002308	6.57765	7.42527	7.31163	7.20438	7.42397
ENSSTOG00000002309	42.5498	36.8151	45.1849	44.8891	44.497
ENSSTOG00000002312	0.401822	0.132231	0.2735	0.395407	0.561537
ENSSTOG00000002315	23.0834	24.9556	24.224	23.0476	23.2818
ENSSTOG00000002316	3.15756	3.34688	2.65357	2.59491	2.9218
ENSSTOG00000002318	0	0.186285	0	0.159015	0.0988543
ENSSTOG00000002320	4.637161	4.46124	6.01546	3.03621	3.93888
ENSSTOG00000002323	194.836	191.618	222.112	191.058	198.443
ENSSTOG00000002326	0.174912	0.431451	0.817999	0.368546	0.458023
ENSSTOG00000002327	248.738	226.116	254.982	238.853	229.181
ENSSTOG00000002328	0.14746	0.603281	0.374224	0.205804	0.256029
ENSSTOG00000002330	63.8397	56.5956	62.7293	59.4525	62.0445
ENSSTOG00000002331	27.8858	26.5715	26.0185	25.5744	26.3527
ENSSTOG00000002335	0.849843	0.680115	0.998906	0.685248	0.717222
ENSSTOG00000002336	113.843	111.177	110.823	113.129	108.179
ENSSTOG00000002337	51.115229	50.31449	54.195986	50.07561	50.240771
ENSSTOG00000002338	1.0058	0.978751	1.01251	0.903031	0.799807
ENSSTOG00000002340	37.0726	42.6752	46.8364	41.1023	40.3145
ENSSTOG00000002341	0.883164	0.728723	0.60438650288164	0.842567	1.12219
ENSSTOG00000002344	2.77574	2.07575	2.70233	2.60158	3.19275
ENSSTOG00000002345	38.1864	34.4043	37.9504	37.9704	40.7332
ENSSTOG00000002346	57.93329908	59.440085395	55.98498	66.82021	64.54869115
ENSSTOG00000002347	60.369274	53.267373	51.002611	53.172312	51.085241
ENSSTOG00000002348	0	0.144904	0.149808	0	0
ENSSTOG00000002349	25.0108	27.4928	26.9946	27.4961	24.3798
ENSSTOG00000002351	0.126924	0.0698295	0.0361143	0	0
ENSSTOG00000002353	15.7969	15.8139	15.945	15.971	14.8775
ENSSTOG00000002356	24.787	26.298	24.6368	27.2424	26.2405
ENSSTOG00000002357	58.6027	54.8281	56.4251	55.7535	51.3937
ENSSTOG00000002359	24.7829	22.9277	25.7944	26.0927	25.3852
ENSSTOG00000002360	108.11438	112.48579	105.88539	115.82931	109.37205
ENSSTOG00000002362	6.10474	6.224137	6.446767	6.24838	5.628751
ENSSTOG00000002364	0.763514	0.439842	0.649831	0.536893	0.800537
ENSSTOG00000002365	51.8484	47.83388	43.76372	49.3583	48.32545
ENSSTOG00000002366	57.2722	60.7809	68.1849	55.0853	55.6871
ENSSTOG00000002367	13.244	11.9978	13.4373	12.4653	12.7443
ENSSTOG00000002368	23.71486	28.31028	26.4794	21.76455	26.49125
ENSSTOG00000002369	22.9399	27.5167	25.1923	23.5384	26.2526
ENSSTOG00000002370	170.4667	212.0604	199.6106	178.3036	181.7093
ENSSTOG00000002371	54.9161	58.9559	61.2803	54.9986	60.7333
ENSSTOG00000002372	2.65003	2.64265	3.00626	2.08845	3.08615
ENSSTOG00000002373	3.87654	4.1211	4.26229	4.75549	3.77425
ENSSTOG00000002374	4.52811	5.49087	5.59326	5.61537	5.09225
ENSSTOG00000002375	38.3645	39.9511	38.5762	39.9159	39.2619
ENSSTOG00000002376	32.5228	36.1508	33.2297	31.6454	31.5451
ENSSTOG00000002378	13.3997861	14.58325965681	15.157866	13.85474	14.698686
ENSSTOG00000002379	378.585	338.7	415.777	385.064	313.828
ENSSTOG00000002382	5.50686	5.19459	4.977261	4.79585	4.71917
ENSSTOG00000002383	30.90348	31.10178	26.392650328375	27.97883	27.72273
ENSSTOG00000002384	73.4628	77.4679	81.3067	75.2697	73.9188
ENSSTOG00000002385	0	0	0	0	0
ENSSTOG00000002386	0.411331	0.675566	2.09574	1.29788	1.16524
ENSSTOG00000002387	94.7087	89.7072	99.327	87.0803	87.9657
ENSSTOG00000002388	27.0108	26.6718	24.5222	25.5742	22.0472
ENSSTOG00000002389	16.7107	17.6165	16.1756	14.9041	15.5456
ENSSTOG00000002390	3.63988	4.15254	5.21555	4.18527	4.33133
ENSSTOG00000002392	36.04683	36.48126	34.41876	38.3981	36.02521
ENSSTOG00000002393	377.871653	367.767535	400.681	357.656	363.524
ENSSTOG00000002394	555.219	528.323	514.658	512.141	462.446
ENSSTOG00000002395	31.8832	33.4266	33.5388	34.5118	32.5136
ENSSTOG00000002397	78.746573	86.149247	78.870041	83.7696	90.880097
ENSSTOG00000002398	74.3085	63.4291	66.0513	71.6948	66.2226
ENSSTOG00000002399	23.6932	26.584	25.7119	22.4364	21.7454
ENSSTOG00000002401	0	0	0	0	0
ENSSTOG00000002404	2.14239	1.37921	0.515447	0.734853	1.09437
ENSSTOG00000002405	58.2849	54.7046	53.1251	48.2278	53.8774
ENSSTOG00000002406	2.2725	2.51188	1.91906	1.84931	1.51965
ENSSTOG00000002407	1.68708	1.17468	1.41645	0.999535	1.66016
ENSSTOG00000002408	10.4332	10.4855	8.6142	10.0828	10.6467
ENSSTOG00000002410	21.1988	23.7918	21.4484	20.874	22.0195
ENSSTOG00000002411	0.266303	0.327224	0.902201	0.465298	0.578712
ENSSTOG00000002413	1.6682	2.03417	1.90811	1.8292	1.50159
ENSSTOG00000002414	0	0	0	0.284038	0
ENSSTOG00000002416	0.937721	2.02016	1.82684	1.50189	1.33743
ENSSTOG00000002417	984.753	985.265	1045.16	948.002	898.501
ENSSTOG00000002419	17.0296	16.1953	14.6201	18.2173	17.6096
ENSSTOG00000002420	2.11171	3.23058	2.21016	2.09732	2.09005
ENSSTOG00000002421	8.63351	7.30178	9.74079	10.1455	7.24751
ENSSTOG00000002422	8.17597	9.10899	9.12823	8.5101	9.19114
ENSSTOG00000002425	3.75088	5.21439	4.45578	5.51689	5.48504
ENSSTOG00000002427	0	0	0.360966	0.0992676	0.246965
ENSSTOG00000002428	3.09625	2.42968	3.01594	3.19443	2.68937
ENSSTOG00000002429	0.77154	0	0	0.267927	0.333531
ENSSTOG00000002431	85.3083	83.7357	83.666	82.25962	84.4562
ENSSTOG00000002432	20.5381	20.7089	18.2013	21.0515	18.7818
ENSSTOG00000002433	59.4682	58.839	51.1045	56.3571	53.3103
ENSSTOG00000002435	0.757714491399	0.89888827826	0.38112494798	0.52932962305	0.683955
ENSSTOG00000002437	2.8529	2.73723	2.77813	3.25567	3.09054
ENSSTOG00000002438	15.5183	14.7794	16.8692	13.3175	14.9614
ENSSTOG00000002439	24.95289	21.86838	21.79315	20.702247	19.85863
ENSSTOG00000002441	18.5072	19.2349	20.9207	17.8619	16.4904
ENSSTOG00000002443	0.0246969	0.081642	0.0633404	0.0523918	0.108403
ENSSTOG00000002444	31.2231	37.0036	33.0808	27.8587	26.8946
ENSSTOG00000002445	0.395235	0.7596	0.561151	0.927464	1.0946
ENSSTOG00000002447	0.647435	0.351253	0.181521	0.299043	0.186203
ENSSTOG00000002449	7.48259	4.84933	4.90768	5.0424	4.96495
ENSSTOG00000002451	45.813	47.9507	45.4412	46.3227	43.6118
ENSSTOG00000002452	9.03616	6.89855	7.87352	8.3399	7.62091
ENSSTOG00000002454	0	0	0	0	0
ENSSTOG00000002458	21.5863	17.3611	19.2564	19.9844	18.1502
ENSSTOG00000002459	31.3344	31.7517	32.5218	29.4813	32.053
ENSSTOG00000002461	5.002459	6.036931	5.661228	6.832949	6.795876
ENSSTOG00000002462	21.95845	24.16635	25.52792	23.50678	25.6347
ENSSTOG00000002463	3.09443	1.50955	1.56102	2.71399	2.19273
ENSSTOG00000002465	13.296449	12.52078	13.175665	11.809188	12.0434
ENSSTOG00000002466	33.72965	29.94593	33.88762	30.57838	30.70353
ENSSTOG00000002467	77.33094	72.12485	77.3564	79.6448	76.8763
ENSSTOG00000002468	31.91521	27.99502	27.80883	33.04986	30.14742
ENSSTOG00000002470	5.55952	6.03891	6.24388	7.23193	4.27219
ENSSTOG00000002474	12.4315	12.9185	12.2264	12.445	12.4206
ENSSTOG00000002475	12.8255	14.1832	13.2684	13.2525	12.9766
ENSSTOG00000002477	0	0.518122	0	0	0.274504
ENSSTOG00000002478	380.2163	326.0273	349.2958	344.9381	344.1791
ENSSTOG00000002480	0	0.302102	0	0.128003	0
ENSSTOG00000002481	3.718233448	3.6533694414	3.2573471276	3.163339	3.379599
ENSSTOG00000002482	35.32001	39.98186	39.9887	38.13773	39.16364
ENSSTOG00000002484	20.526	16.6538	20.1671	19.0436	21.0252
